AVERAGE_SPEED_DIFF,AVERAGE_FREE_F1_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_F1_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,SECOND,MINUTE,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN
3,34.4,69.8,74.1,2,16.0,1014.0,82.0,5.0,2.0,0,0,16,8,5,2019,7.0
0,39.3,1.0,71.3,0,12.0,1024.0,93.0,0.0,2.0,0,0,21,11,12,2018,3.0
1,41.7,3.5,87.8,2,21.0,1014.0,61.0,3.0,0.0,0,0,6,3,8,2018,3.0
2,34.5,38.9,86.8,2,21.0,1012.0,77.0,2.0,3.0,0,0,17,3,9,2018,6.0
2,45.3,24.3,92.3,2,18.0,1022.0,77.0,2.0,2.0,0,0,10,11,8,2019,3.0
3,40.9,44.8,77.9,2,20.0,1017.0,77.0,2.0,2.0,0,0,18,19,6,2019,3.0
3,37.7,43.4,89.8,2,10.0,1001.0,87.0,2.0,1.0,0,0,11,30,10,2018,3.0
0,43.3,0.0,70.9,0,14.0,1019.0,87.0,4.0,2.0,0,0,0,11,6,2019,3.0
0,42.4,5.2,86.6,0,17.0,1015.0,77.0,7.0,1.0,0,0,4,12,10,2018,3.0
3,33.2,36.7,85.8,2,23.0,1018.0,77.0,7.0,2.0,0,0,15,31,8,2019,3.0
0,34.8,2.0,65.9,0,16.0,1019.0,100.0,2.0,3.0,0,0,23,2,6,2019,3.0
4,46.8,136.4,81.1,2,15.0,1014.0,77.0,4.0,0.0,0,0,8,19,10,2018,10.0
0,38.1,1.2,76.8,0,11.0,1020.0,87.0,0.0,0.0,0,0,23,12,4,2019,4.0
1,36.6,19.7,97.3,2,21.0,1026.0,37.0,4.0,0.0,0,0,14,22,2,2019,3.0
3,43.0,15.3,85.0,2,18.0,1016.0,93.0,3.0,3.0,0,0,8,26,7,2018,3.0
0,37.0,0.6,67.1,0,13.0,1015.0,93.0,2.0,0.0,0,0,0,19,4,2019,3.0
3,39.0,168.4,92.9,0,11.0,1012.0,50.0,6.0,1.0,0,0,18,28,10,2018,3.0
2,38.5,21.6,87.9,0,14.0,1020.0,71.0,4.0,0.0,0,0,21,6,10,2018,7.0
0,49.3,0.0,85.6,0,17.0,1020.0,77.0,0.0,0.0,0,0,1,22,10,2018,3.0
3,41.8,115.1,77.1,0,11.0,1032.0,93.0,0.0,0.0,0,0,19,8,12,2018,3.0
0,39.3,0.0,71.3,0,15.0,1013.0,77.0,4.0,0.0,0,0,22,16,11,2018,7.0
2,36.9,15.8,86.7,2,19.0,1022.0,60.0,2.0,0.0,0,0,9,10,8,2018,3.0
2,42.0,19.6,92.4,2,23.0,1018.0,93.0,2.0,2.0,0,0,13,16,9,2019,3.0
0,40.7,2.0,85.2,0,10.0,1010.0,93.0,2.0,1.0,0,0,22,11,11,2018,7.0
2,44.0,23.3,85.5,2,22.0,1020.0,53.0,3.0,0.0,0,0,15,22,10,2018,3.0
3,39.8,55.6,91.1,2,19.0,1017.0,82.0,6.0,0.0,0,0,19,13,8,2018,3.0
0,41.4,1.9,74.3,0,15.0,1017.0,87.0,4.0,3.0,0,0,20,5,5,2019,5.0
2,40.2,21.9,88.5,2,30.0,1016.0,52.0,2.0,0.0,0,0,17,4,8,2018,3.0
1,35.9,8.6,98.6,2,21.0,1016.0,83.0,2.0,3.0,0,0,10,14,7,2019,3.0
1,40.0,11.9,78.0,0,18.0,1019.0,100.0,3.0,2.0,0,0,21,16,8,2019,3.0
0,44.5,0.0,88.7,0,17.0,1015.0,100.0,3.0,3.0,0,0,5,27,7,2018,3.0
3,38.6,99.3,74.1,2,16.0,1017.0,72.0,3.0,2.0,0,0,19,14,6,2019,7.0
3,42.2,81.0,88.9,0,12.0,1029.0,87.0,3.0,2.0,0,0,19,28,2,2019,7.0
2,38.4,49.0,88.9,2,22.0,1018.0,56.0,2.0,0.0,0,0,11,21,10,2018,3.0
3,36.1,36.6,90.7,2,9.0,1023.0,93.0,5.0,3.0,0,0,10,8,2,2019,3.0
4,47.5,64.2,69.2,2,6.0,1021.0,87.0,1.0,0.0,0,0,8,11,12,2018,3.0
4,44.8,44.9,81.4,2,21.0,1016.0,68.0,3.0,1.0,0,0,18,27,7,2018,3.0
2,42.4,23.5,86.6,2,22.0,1018.0,60.0,4.0,0.0,0,0,18,24,8,2018,3.0
0,45.1,0.0,85.3,0,13.0,1019.0,42.0,0.0,0.0,0,0,2,4,10,2018,3.0
1,46.1,10.3,77.1,0,14.0,1020.0,100.0,3.0,2.0,0,0,2,10,9,2019,3.0
1,42.9,17.2,80.4,2,27.0,1018.0,48.0,2.0,2.0,0,0,13,15,9,2019,3.0
1,34.5,6.3,86.8,0,23.0,1012.0,56.0,3.0,0.0,0,0,20,7,9,2018,3.0
1,41.7,8.1,89.3,0,17.0,1018.0,88.0,2.0,0.0,0,0,22,24,8,2018,7.0
2,40.4,38.4,89.8,2,13.0,1008.0,62.0,2.0,3.0,0,0,15,29,10,2018,3.0
2,45.3,19.0,84.6,0,19.0,1017.0,88.0,1.0,3.0,0,0,21,6,8,2018,6.0
4,42.0,106.2,70.7,2,18.0,1012.0,93.0,4.0,3.0,0,0,8,3,7,2019,4.0
1,40.4,13.4,83.8,0,18.0,1021.0,93.0,3.0,1.0,0,0,20,19,9,2018,3.0
0,41.2,1.9,87.3,0,10.0,1023.0,50.0,5.0,0.0,0,0,1,15,2,2019,3.0
1,40.8,12.9,78.4,0,17.0,1019.0,88.0,2.0,1.0,0,0,19,21,10,2018,3.0
3,36.5,57.8,74.9,2,23.0,1016.0,64.0,3.0,2.0,0,0,15,25,6,2019,3.0
1,44.0,8.8,80.9,0,17.0,1017.0,59.0,2.0,0.0,0,0,18,7,10,2018,3.0
2,32.9,21.4,97.2,2,22.0,1015.0,94.0,5.0,2.0,0,0,13,13,7,2019,3.0
2,34.2,56.9,92.5,2,19.0,1020.0,77.0,6.0,0.0,0,0,17,29,8,2018,3.0
2,38.2,23.3,88.4,2,22.0,1016.0,31.0,5.0,0.0,0,0,13,8,10,2018,3.0
4,44.1,113.9,83.9,2,10.0,1025.0,71.0,3.0,0.0,0,0,8,26,2,2019,7.0
1,31.8,16.8,94.6,2,14.0,1021.0,71.0,7.0,4.0,0,0,15,9,2,2019,3.0
3,44.5,56.1,88.9,2,22.0,1021.0,43.0,4.0,0.0,0,0,10,1,10,2018,3.0
0,36.9,11.2,92.4,0,17.0,1016.0,100.0,1.0,2.0,0,0,1,7,7,2019,3.0
0,42.1,0.0,75.0,0,11.0,1018.0,71.0,9.0,3.0,0,0,1,29,11,2018,7.0
3,39.3,46.0,91.0,0,12.0,1025.0,87.0,1.0,2.0,0,0,18,7,2,2019,3.0
1,34.7,6.6,74.2,0,10.0,1003.0,81.0,4.0,2.0,0,0,21,24,4,2019,4.0
0,39.1,0.0,86.2,2,0.0,1029.0,87.0,1.0,3.0,0,0,9,3,2,2019,3.0
3,37.2,88.6,96.4,2,25.0,1014.0,78.0,2.0,2.0,0,0,16,24,7,2019,7.0
1,37.4,14.3,93.8,2,15.0,1019.0,93.0,1.0,0.0,0,0,9,30,8,2018,3.0
3,34.7,240.3,94.0,1,18.0,1029.0,52.0,0.0,0.0,0,0,18,23,2,2019,3.0
0,44.0,0.0,81.4,0,13.0,1016.0,100.0,0.0,1.0,0,0,1,6,10,2018,3.0
0,37.8,1.7,87.8,0,20.0,1017.0,77.0,4.0,0.0,0,0,23,12,10,2018,7.0
0,46.4,0.0,79.9,0,17.0,1014.0,72.0,0.0,0.0,0,0,5,1,9,2018,3.0
0,40.0,0.0,87.9,0,15.0,1019.0,100.0,0.0,0.0,0,0,4,12,9,2018,3.0
1,49.6,5.4,72.5,0,9.0,1020.0,93.0,2.0,1.0,0,0,6,27,1,2019,3.0
0,40.4,0.0,66.1,2,16.0,1017.0,93.0,1.0,2.0,0,0,8,30,6,2019,3.0
2,38.0,35.5,79.2,2,15.0,1020.0,71.0,7.0,2.0,0,0,16,28,11,2018,3.0
0,43.0,0.0,70.2,0,12.0,1016.0,76.0,6.0,3.0,0,0,23,16,5,2019,4.0
2,40.0,37.8,88.8,2,20.0,1018.0,64.0,3.0,0.0,0,0,10,17,8,2018,3.0
2,38.0,25.2,79.1,2,20.0,1013.0,64.0,2.0,0.0,0,0,15,16,11,2018,3.0
1,43.8,15.9,91.1,0,19.0,1015.0,82.0,2.0,0.0,0,0,21,14,8,2018,7.0
4,42.6,88.3,78.9,2,15.0,1025.0,51.0,4.0,0.0,0,0,10,26,2,2019,3.0
1,41.9,2.7,87.0,0,15.0,1020.0,82.0,2.0,0.0,0,0,3,22,10,2018,3.0
0,35.0,8.6,86.1,0,15.0,1014.0,87.0,6.0,3.0,0,0,20,17,10,2018,3.0
3,37.7,64.8,89.4,2,23.0,1013.0,64.0,4.0,0.0,0,0,12,13,10,2018,3.0
3,38.6,38.9,92.8,2,16.0,1015.0,100.0,2.0,4.0,0,0,8,24,7,2019,3.0
0,42.7,1.4,83.5,0,15.0,1022.0,87.0,2.0,0.0,0,0,23,9,8,2018,6.0
0,47.1,0.0,85.4,0,17.0,1016.0,93.0,0.0,3.0,0,0,2,27,7,2018,3.0
1,51.2,1.2,78.4,0,7.0,1013.0,75.0,3.0,1.0,0,0,5,2,2,2019,7.0
1,47.4,1.3,79.8,0,7.0,1016.0,100.0,1.0,3.0,0,0,5,30,1,2019,3.0
1,44.7,4.7,82.6,0,18.0,1018.0,82.0,2.0,0.0,0,0,21,24,8,2018,7.0
2,39.6,34.1,89.6,2,20.0,1021.0,64.0,5.0,1.0,0,0,14,29,8,2018,3.0
2,47.1,12.7,75.6,0,6.0,1021.0,93.0,0.0,0.0,0,0,7,11,12,2018,7.0
3,35.2,53.5,81.6,2,15.0,1016.0,67.0,5.0,2.0,0,0,15,18,5,2019,3.0
0,38.4,1.4,83.7,0,20.0,1021.0,72.0,4.0,0.0,0,0,20,10,9,2018,7.0
1,38.3,19.0,81.5,0,20.0,1020.0,77.0,1.0,3.0,0,0,19,29,9,2019,3.0
0,37.2,3.0,94.5,0,10.0,1028.0,76.0,0.0,0.0,0,0,1,24,2,2019,3.0
1,37.0,9.4,91.7,2,33.0,1016.0,49.0,3.0,0.0,0,0,16,4,8,2018,3.0
2,36.7,53.6,79.8,2,10.0,1019.0,93.0,3.0,3.0,0,0,12,16,1,2019,3.0
3,42.5,37.0,87.4,2,23.0,1015.0,50.0,6.0,0.0,0,0,18,17,8,2018,3.0
0,42.1,0.0,87.0,2,18.0,1016.0,93.0,5.0,4.0,0,0,6,7,8,2018,3.0
2,32.4,22.7,72.8,2,10.0,1026.0,71.0,4.0,0.0,0,0,12,21,1,2019,3.0
0,41.5,0.0,76.3,0,13.0,1007.0,93.0,4.0,0.0,0,0,1,22,4,2019,3.0
3,32.2,48.4,74.7,2,15.0,1017.0,77.0,6.0,2.0,0,0,16,24,1,2019,4.0
3,40.5,67.3,87.8,2,25.0,1018.0,33.0,3.0,0.0,0,0,14,4,10,2018,3.0
0,45.9,1.1,82.7,0,14.0,1017.0,93.0,0.0,0.0,0,0,2,1,8,2018,3.0
2,35.1,47.0,82.7,2,18.0,1022.0,77.0,3.0,2.0,0,0,12,15,6,2019,3.0
3,40.7,60.3,78.4,2,10.0,1022.0,93.0,2.0,0.0,0,0,8,11,4,2019,3.0
0,39.2,2.9,92.1,0,12.0,1028.0,81.0,3.0,0.0,0,0,1,23,2,2019,3.0
1,37.8,8.4,85.1,0,20.0,1014.0,77.0,1.0,0.0,0,0,22,21,8,2018,7.0
2,37.5,19.3,82.2,2,19.0,1013.0,88.0,1.0,2.0,0,0,19,23,6,2019,3.0
0,36.2,1.4,63.3,0,12.0,1020.0,93.0,1.0,0.0,0,0,21,12,4,2019,3.0
0,45.3,1.3,84.6,0,18.0,1017.0,100.0,4.0,4.0,0,0,1,7,8,2018,3.0
4,41.7,72.0,74.7,2,13.0,1007.0,87.0,6.0,3.0,0,0,18,17,4,2019,7.0
0,42.1,0.0,75.5,0,7.0,1025.0,93.0,1.0,0.0,0,0,23,21,1,2019,3.0
1,37.4,7.5,75.6,2,20.0,1015.0,82.0,3.0,2.0,0,0,12,24,6,2019,3.0
3,40.9,48.7,90.9,1,14.0,1025.0,82.0,1.0,0.0,0,0,18,21,2,2019,3.0
2,41.4,34.2,93.2,1,14.0,1022.0,62.0,3.0,0.0,0,0,18,20,2,2019,3.0
2,41.1,34.7,82.2,2,19.0,1021.0,77.0,6.0,2.0,0,0,11,23,9,2019,3.0
3,41.3,45.1,88.4,2,15.0,1020.0,100.0,1.0,0.0,0,0,8,12,9,2018,3.0
3,41.4,22.0,76.6,2,14.0,1006.0,67.0,4.0,3.0,0,0,8,17,4,2019,3.0
2,38.5,28.6,85.5,2,20.0,1020.0,88.0,1.0,2.0,0,0,11,29,8,2019,3.0
0,41.4,0.0,89.1,0,12.0,1024.0,81.0,2.0,0.0,0,0,3,27,2,2019,3.0
2,39.0,32.4,90.1,2,21.0,1015.0,88.0,2.0,3.0,0,0,14,25,7,2018,3.0
3,41.9,54.2,87.0,2,25.0,1012.0,44.0,5.0,1.0,0,0,17,7,9,2018,3.0
3,37.3,38.7,88.8,2,12.0,1017.0,71.0,7.0,2.0,0,0,17,29,1,2019,3.0
0,41.6,0.0,87.0,0,6.0,1021.0,93.0,1.0,0.0,0,0,1,19,2,2019,3.0
2,42.4,32.5,86.6,2,28.0,1016.0,42.0,5.0,0.0,0,0,16,18,8,2018,3.0
1,45.4,9.8,83.3,0,23.0,1020.0,36.0,3.0,2.0,0,0,1,14,9,2019,3.0
2,36.5,79.1,86.3,2,21.0,1015.0,93.0,3.0,4.0,0,0,11,24,7,2019,7.0
0,40.8,2.8,82.4,0,18.0,1014.0,68.0,4.0,0.0,0,0,20,25,8,2018,7.0
0,44.7,3.0,85.2,0,20.0,1018.0,93.0,2.0,3.0,0,0,2,31,7,2018,3.0
0,48.1,3.7,76.4,0,7.0,1022.0,93.0,0.0,0.0,0,0,23,12,11,2018,7.0
1,41.0,8.5,80.8,0,17.0,1021.0,88.0,3.0,2.0,0,0,20,24,9,2019,3.0
1,34.9,14.2,91.7,2,20.0,1016.0,68.0,2.0,0.0,0,0,11,26,8,2018,3.0
2,33.0,26.8,86.9,2,16.0,1018.0,87.0,8.0,2.0,0,0,19,29,4,2019,3.0
0,44.9,0.9,67.9,0,10.0,1020.0,93.0,1.0,4.0,0,0,3,27,1,2019,3.0
0,47.6,1.2,86.9,0,17.0,1020.0,93.0,1.0,3.0,0,0,3,21,9,2018,3.0
1,51.6,2.2,79.1,0,5.0,1010.0,86.0,2.0,0.0,0,0,5,28,10,2018,7.0
3,37.6,127.3,90.4,2,21.0,1021.0,77.0,3.0,0.0,0,0,18,12,9,2018,3.0
1,37.7,13.6,86.0,2,34.0,1016.0,23.0,4.0,0.0,0,0,13,20,8,2018,3.0
2,36.7,34.5,73.6,2,12.0,1004.0,76.0,1.0,0.0,0,0,16,26,11,2018,3.0
0,36.9,0.0,68.2,0,5.0,1024.0,100.0,1.0,0.0,0,0,2,21,1,2019,3.0
0,39.4,4.4,89.1,2,18.0,1016.0,82.0,2.0,2.0,0,0,7,28,7,2018,3.0
3,38.2,40.3,67.3,2,10.0,1023.0,93.0,1.0,3.0,0,0,10,22,1,2019,7.0
0,45.1,0.0,85.3,0,14.0,1012.0,93.0,2.0,3.0,0,0,0,18,10,2018,3.0
3,31.6,66.6,82.7,2,15.0,1023.0,87.0,6.0,3.0,0,0,16,2,12,2018,3.0
0,42.0,0.0,82.5,0,18.0,1005.0,77.0,7.0,3.0,0,0,22,10,10,2018,7.0
3,38.9,38.5,72.2,2,16.0,1015.0,68.0,5.0,2.0,0,0,10,15,11,2018,3.0
2,40.4,24.6,93.3,2,23.0,1015.0,69.0,4.0,0.0,0,0,11,8,9,2018,3.0
2,43.2,25.4,86.7,2,20.0,1019.0,93.0,2.0,3.0,0,0,10,24,8,2019,3.0
3,42.3,48.0,82.7,2,19.0,1020.0,88.0,2.0,1.0,0,0,17,20,9,2018,3.0
0,41.4,4.4,85.1,0,19.0,1012.0,72.0,2.0,0.0,0,0,0,8,9,2018,3.0
0,37.9,2.6,83.6,0,7.0,1017.0,93.0,0.0,1.0,0,0,3,30,1,2019,3.0
0,38.1,1.4,63.1,0,12.0,1022.0,100.0,2.0,3.0,0,0,5,11,5,2019,3.0
0,39.1,3.4,94.9,0,18.0,1015.0,100.0,11.0,2.0,0,0,0,16,7,2019,3.0
0,38.1,6.1,89.9,0,19.0,1012.0,82.0,0.0,0.0,0,0,22,2,9,2018,7.0
3,42.0,54.0,74.1,2,17.0,1012.0,63.0,2.0,0.0,0,0,17,16,4,2019,4.0
1,41.7,0.7,80.6,0,11.0,1018.0,93.0,0.0,1.0,0,0,23,8,11,2018,7.0
3,38.0,37.6,76.0,2,15.0,1021.0,71.0,5.0,2.0,0,0,16,11,4,2019,3.0
0,41.6,0.0,87.8,0,3.0,1026.0,100.0,2.0,1.0,0,0,6,6,2,2019,3.0
3,46.1,48.3,76.5,0,12.0,1013.0,81.0,3.0,2.0,0,0,18,8,11,2018,7.0
2,32.2,31.2,82.2,2,14.0,1032.0,72.0,3.0,1.0,0,0,14,8,12,2018,3.0
0,41.3,1.2,86.0,0,16.0,1018.0,100.0,3.0,2.0,0,0,3,9,8,2018,3.0
2,36.8,44.7,90.4,2,20.0,1022.0,77.0,3.0,2.0,0,0,11,11,8,2019,3.0
3,39.7,54.7,88.9,2,22.0,1019.0,88.0,2.0,3.0,0,0,14,28,8,2019,3.0
2,44.3,19.5,82.3,1,18.0,1014.0,100.0,5.0,3.0,0,0,6,9,8,2019,3.0
1,33.2,12.2,89.4,2,15.0,1031.0,87.0,2.0,0.0,0,0,14,9,12,2018,8.0
3,45.5,45.0,84.0,2,21.0,1013.0,60.0,3.0,1.0,0,0,17,6,9,2018,3.0
4,39.8,54.7,67.8,2,10.0,1026.0,93.0,3.0,2.0,0,0,9,5,12,2018,3.0
1,34.5,14.5,86.8,2,27.0,1017.0,30.0,5.0,0.0,0,0,9,20,8,2018,3.0
0,43.4,1.2,82.2,0,18.0,1018.0,68.0,0.0,0.0,0,0,23,25,9,2018,7.0
1,43.4,22.7,82.2,0,14.0,1012.0,100.0,2.0,2.0,0,0,1,18,10,2018,3.0
2,33.0,23.7,102.1,2,14.0,1030.0,47.0,4.0,0.0,0,0,12,12,2,2019,3.0
2,41.6,19.4,83.6,2,11.0,996.0,66.0,7.0,3.0,0,0,15,1,2,2019,7.0
3,37.1,53.0,89.6,2,26.0,1022.0,57.0,2.0,0.0,0,0,16,26,9,2018,3.0
1,34.6,9.8,75.8,2,20.0,1015.0,88.0,4.0,2.0,0,0,19,24,6,2019,3.0
2,35.8,41.9,92.8,2,20.0,1015.0,82.0,3.0,3.0,0,0,15,5,9,2018,6.0
3,36.2,94.7,87.8,2,16.0,1021.0,88.0,1.0,2.0,0,0,10,26,9,2019,7.0
0,36.3,1.5,63.0,0,11.0,1016.0,76.0,2.0,2.0,0,0,1,6,6,2019,3.0
1,42.3,2.4,84.3,1,9.0,1019.0,93.0,4.0,2.0,0,0,7,9,11,2018,3.0
0,36.7,2.3,77.9,0,6.0,1022.0,93.0,0.0,0.0,0,0,22,17,1,2019,3.0
2,38.2,29.1,89.6,0,15.0,1014.0,82.0,1.0,1.0,0,0,18,14,10,2018,8.0
1,52.1,1.4,69.4,0,7.0,1021.0,76.0,1.0,0.0,0,0,6,11,12,2018,7.0
2,41.6,25.6,73.6,2,12.0,1011.0,76.0,7.0,2.0,0,0,16,22,11,2018,7.0
0,42.9,0.0,69.9,0,15.0,1013.0,100.0,5.0,4.0,0,0,4,10,5,2019,3.0
3,41.5,104.4,71.7,2,9.0,997.0,87.0,3.0,3.0,0,0,9,23,4,2019,4.0
2,43.0,5.8,87.8,2,15.0,1016.0,100.0,2.0,3.0,0,0,6,5,7,2019,3.0
2,34.4,18.0,92.4,2,11.0,1021.0,57.0,5.0,1.0,0,0,15,2,2,2019,3.0
0,42.1,0.0,75.1,0,2.0,1022.0,93.0,0.0,0.0,0,0,4,18,1,2019,3.0
0,40.3,2.6,60.8,0,18.0,1020.0,100.0,4.0,2.0,0,0,22,30,6,2019,3.0
0,37.4,6.3,88.4,0,9.0,1031.0,100.0,1.0,0.0,0,0,0,28,2,2019,3.0
0,48.9,0.0,84.4,0,17.0,1016.0,52.0,4.0,0.0,0,0,4,20,10,2018,3.0
2,41.1,24.3,75.6,2,10.0,1016.0,87.0,3.0,1.0,0,0,10,12,11,2018,3.0
2,44.9,18.5,86.6,0,17.0,1019.0,93.0,3.0,0.0,0,0,21,11,8,2018,3.0
1,34.6,17.6,93.1,0,19.0,1013.0,88.0,0.0,1.0,0,0,20,4,9,2018,6.0
3,48.1,20.3,68.9,0,13.0,1023.0,76.0,3.0,1.0,0,0,19,27,11,2018,7.0
2,32.5,37.8,92.8,2,20.0,1022.0,42.0,3.0,0.0,0,0,15,14,2,2019,3.0
1,39.4,2.8,88.2,0,8.0,1029.0,57.0,2.0,0.0,0,0,0,13,2,2019,3.0
1,40.0,18.8,89.3,2,23.0,1017.0,53.0,4.0,0.0,0,0,13,20,10,2018,3.0
3,37.1,44.6,90.1,2,28.0,1018.0,32.0,2.0,0.0,0,0,17,25,9,2018,3.0
0,44.7,0.0,80.6,0,6.0,1010.0,81.0,6.0,0.0,0,0,4,28,10,2018,7.0
3,38.3,90.7,77.4,2,16.0,1030.0,87.0,2.0,0.0,0,0,16,9,12,2018,7.0
1,35.2,12.5,88.5,2,12.0,1012.0,87.0,4.0,2.0,0,0,12,25,11,2018,3.0
3,42.7,53.5,83.8,0,12.0,1010.0,81.0,2.0,2.0,0,0,19,5,11,2018,6.0
3,41.9,85.6,86.6,2,18.0,1019.0,82.0,3.0,0.0,0,0,16,16,9,2018,7.0
1,37.0,9.5,85.5,2,9.0,1032.0,87.0,0.0,1.0,0,0,10,9,12,2018,8.0
2,37.4,21.8,92.8,2,19.0,1017.0,72.0,4.0,0.0,0,0,19,28,7,2018,3.0
0,39.2,0.0,91.9,0,8.0,1025.0,100.0,1.0,3.0,0,0,22,7,2,2019,3.0
4,47.2,64.9,81.5,2,8.0,1023.0,100.0,4.0,3.0,0,0,9,8,2,2019,3.0
1,37.4,8.1,90.3,2,32.0,1017.0,55.0,3.0,0.0,0,0,13,4,8,2018,3.0
0,47.1,0.0,71.7,0,9.0,1021.0,58.0,5.0,0.0,0,0,3,11,12,2018,3.0
3,43.0,32.0,86.3,0,17.0,1016.0,88.0,6.0,3.0,0,0,21,7,8,2018,7.0
1,46.9,7.0,78.1,0,13.0,1026.0,100.0,0.0,3.0,0,0,0,3,11,2018,3.0
3,35.9,65.1,80.2,2,21.0,1018.0,72.0,4.0,2.0,0,0,15,22,5,2019,5.0
2,44.5,6.6,70.6,2,10.0,1013.0,82.0,4.0,3.0,0,0,6,6,6,2019,3.0
2,41.0,7.3,85.0,0,6.0,1023.0,100.0,3.0,0.0,0,0,5,16,2,2019,3.0
0,41.4,0.0,86.9,0,1.0,1028.0,93.0,2.0,0.0,0,0,6,3,2,2019,3.0
0,42.7,0.0,87.0,0,16.0,1018.0,93.0,2.0,3.0,0,0,2,9,8,2018,3.0
1,44.8,9.7,75.1,0,19.0,1016.0,46.0,1.0,0.0,0,0,1,19,8,2018,3.0
4,46.5,95.8,65.0,2,14.0,1011.0,100.0,3.0,3.0,0,0,7,8,5,2019,4.0
1,39.4,11.0,90.7,2,15.0,1021.0,100.0,2.0,2.0,0,0,8,11,8,2019,3.0
2,38.5,21.4,76.4,2,14.0,1023.0,76.0,6.0,1.0,0,0,16,27,11,2018,7.0
0,37.8,1.4,76.1,0,15.0,1008.0,72.0,3.0,0.0,0,0,22,21,4,2019,3.0
2,39.4,38.6,75.1,2,15.0,1020.0,72.0,2.0,0.0,0,0,16,25,1,2019,4.0
0,41.1,0.0,75.8,0,10.0,1022.0,76.0,4.0,0.0,0,0,23,13,11,2018,7.0
3,41.5,81.7,82.3,2,22.0,1014.0,82.0,1.0,2.0,0,0,16,25,8,2019,7.0
0,38.4,1.8,72.0,0,14.0,1016.0,100.0,1.0,3.0,0,0,4,20,6,2019,3.0
0,38.2,0.0,74.2,0,13.0,1016.0,77.0,4.0,0.0,0,0,23,15,11,2018,7.0
0,43.7,1.9,83.8,0,7.0,1029.0,76.0,3.0,0.0,0,0,23,12,2,2019,4.0
4,45.1,65.9,86.6,1,15.0,1013.0,93.0,2.0,1.0,0,0,17,26,10,2018,7.0
0,39.8,4.6,80.6,0,13.0,1018.0,93.0,6.0,3.0,0,0,23,23,1,2019,3.0
2,33.6,17.2,77.7,2,22.0,1017.0,68.0,6.0,2.0,0,0,13,27,5,2019,3.0
0,39.6,1.0,65.5,0,15.0,1018.0,100.0,2.0,4.0,0,0,2,21,6,2019,3.0
0,42.0,1.0,83.5,0,21.0,1014.0,73.0,2.0,0.0,0,0,5,3,8,2018,3.0
0,39.6,3.4,87.2,0,18.0,1014.0,93.0,1.0,2.0,0,0,22,7,7,2019,7.0
0,43.6,0.0,81.0,0,19.0,1013.0,78.0,1.0,0.0,0,0,22,1,8,2018,7.0
1,38.1,9.1,86.9,2,15.0,1030.0,48.0,4.0,0.0,0,0,13,12,2,2019,3.0
1,40.8,1.0,85.3,0,16.0,1020.0,88.0,7.0,3.0,0,0,0,24,9,2019,3.0
0,34.5,5.2,93.0,0,10.0,1031.0,100.0,0.0,0.0,0,0,23,27,2,2019,3.0
1,35.2,5.0,72.9,0,18.0,1003.0,59.0,4.0,0.0,0,0,0,18,11,2018,3.0
4,39.6,56.6,87.8,0,20.0,1022.0,82.0,4.0,0.0,0,0,19,22,9,2018,3.0
3,34.0,66.0,91.4,2,21.0,1021.0,82.0,5.0,2.0,0,0,17,10,8,2019,3.0
2,34.5,38.1,68.2,2,21.0,1022.0,73.0,3.0,2.0,0,0,15,11,8,2019,3.0
2,38.8,35.3,83.1,1,19.0,1016.0,88.0,3.0,1.0,0,0,18,29,9,2018,3.0
0,38.4,6.4,83.2,0,16.0,1025.0,63.0,1.0,0.0,0,0,23,23,10,2018,7.0
2,38.2,53.9,74.3,2,21.0,1016.0,82.0,4.0,2.0,0,0,18,25,6,2019,5.0
0,44.3,3.6,81.3,0,17.0,1018.0,82.0,5.0,0.0,0,0,21,31,7,2018,7.0
2,37.1,19.0,72.1,2,15.0,1024.0,87.0,5.0,3.0,0,0,15,1,12,2018,3.0
2,46.1,11.5,79.4,2,21.0,1012.0,68.0,5.0,0.0,0,0,13,18,10,2018,3.0
3,41.5,34.5,75.4,2,12.0,1026.0,71.0,2.0,2.0,0,0,9,26,4,2019,3.0
0,43.0,0.0,81.8,0,15.0,1018.0,93.0,3.0,0.0,0,0,4,9,8,2018,3.0
0,51.2,0.0,68.0,0,14.0,1018.0,87.0,5.0,4.0,0,0,3,7,5,2019,3.0
0,39.2,0.0,92.3,0,7.0,1030.0,93.0,0.0,0.0,0,0,21,4,2,2019,3.0
1,39.8,2.8,81.5,0,18.0,1016.0,73.0,1.0,0.0,0,0,0,18,8,2018,3.0
3,32.1,219.6,97.5,2,13.0,1024.0,71.0,5.0,1.0,0,0,17,10,2,2019,3.0
0,40.1,0.0,68.1,0,16.0,1016.0,100.0,2.0,3.0,0,0,3,29,6,2019,3.0
4,44.5,101.6,85.0,2,17.0,1014.0,77.0,3.0,1.0,0,0,14,26,10,2018,7.0
4,48.2,83.8,60.7,2,11.0,1016.0,76.0,4.0,2.0,0,0,7,17,5,2019,4.0
4,44.5,82.4,85.0,2,24.0,1012.0,44.0,6.0,1.0,0,0,18,7,9,2018,3.0
