AVERAGE_SPEED_DIFF,AVERAGE_FREE_F1_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_F1_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,IDENTIFIER
1,37.9,15.0,91.1,0,17.0,1015.0,77.0,3.0,0.0,21,25,8,2018,21_25_8_2018
0,43.8,0.0,85.4,0,20.0,1018.0,68.0,1.0,0.0,21,25,9,2018,21_25_9_2018
0,43.8,0.0,85.4,0,20.0,1018.0,68.0,1.0,0.0,21,25,9,2018,21_25_9_2018
1,44.8,4.0,84.7,0,16.0,1021.0,93.0,1.0,2.0,21,25,9,2019,21_25_9_2019
1,44.8,4.0,84.7,0,16.0,1021.0,93.0,1.0,4.0,21,25,9,2019,21_25_9_2019
0,41.4,0.0,62.0,0,19.0,1016.0,93.0,2.0,2.0,21,26,6,2019,21_26_6_2019
0,41.4,0.0,62.0,0,19.0,1016.0,93.0,2.0,2.0,21,26,6,2019,21_26_6_2019
0,36.4,0.0,88.6,0,18.0,1016.0,93.0,2.0,0.0,21,26,7,2018,21_26_7_2018
0,36.4,0.0,88.6,0,18.0,1016.0,93.0,2.0,0.0,21,26,7,2018,21_26_7_2018
1,41.3,9.1,81.9,0,16.0,1014.0,82.0,2.0,0.0,21,26,8,2018,21_26_8_2018
1,41.3,9.1,81.9,0,16.0,1014.0,82.0,2.0,0.0,21,26,8,2018,21_26_8_2018
0,43.1,0.0,77.2,0,22.0,1023.0,83.0,2.0,0.0,21,26,9,2018,21_26_9_2018
0,43.1,0.0,77.2,0,22.0,1023.0,83.0,2.0,0.0,21,26,9,2018,21_26_9_2018
0,42.5,0.0,84.4,0,9.0,1011.0,70.0,5.0,1.0,21,27,10,2018,21_27_10_2018
0,42.5,0.0,84.4,0,9.0,1011.0,70.0,5.0,0.0,21,27,10,2018,21_27_10_2018
0,43.7,3.1,73.7,0,12.0,1023.0,71.0,4.0,3.0,21,27,11,2018,21_27_11_2018
0,43.7,3.1,73.7,0,12.0,1023.0,71.0,4.0,3.0,21,27,11,2018,21_27_11_2018
0,34.8,2.2,73.3,0,10.0,1025.0,81.0,3.0,0.0,21,27,1,2019,21_27_1_2019
0,34.8,2.2,73.3,0,10.0,1025.0,81.0,3.0,2.0,21,27,1,2019,21_27_1_2019
0,39.2,0.0,91.7,0,11.0,1031.0,93.0,0.0,0.0,21,27,2,2019,21_27_2_2019
0,39.2,0.0,91.7,0,11.0,1031.0,93.0,0.0,0.0,21,27,2,2019,21_27_2_2019
2,36.3,10.3,63.3,0,14.0,1025.0,93.0,4.0,3.0,21,27,4,2019,21_27_4_2019
2,36.3,10.3,63.3,0,14.0,1025.0,93.0,4.0,2.0,21,27,4,2019,21_27_4_2019
1,42.3,15.1,86.6,0,19.0,1017.0,82.0,1.0,0.0,21,27,7,2018,21_27_7_2018
1,42.3,15.1,86.6,0,19.0,1017.0,82.0,1.0,0.0,21,27,7,2018,21_27_7_2018
2,45.5,12.3,73.7,0,18.0,1017.0,100.0,0.0,2.0,21,27,8,2019,21_27_8_2019
2,45.5,12.3,73.7,0,18.0,1017.0,100.0,0.0,2.0,21,27,8,2019,21_27_8_2019
1,38.8,8.7,83.8,0,20.0,1024.0,88.0,0.0,0.0,21,27,9,2018,21_27_9_2018
1,38.8,8.7,83.8,0,20.0,1024.0,88.0,0.0,0.0,21,27,9,2018,21_27_9_2018
0,45.1,0.0,83.3,0,9.0,1013.0,70.0,3.0,1.0,21,28,10,2018,21_28_10_2018
0,45.1,0.0,83.3,0,9.0,1013.0,70.0,3.0,0.0,21,28,10,2018,21_28_10_2018
0,39.8,2.5,78.1,0,10.0,1020.0,93.0,4.0,3.0,21,28,11,2018,21_28_11_2018
0,39.8,2.5,78.1,0,10.0,1020.0,93.0,4.0,3.0,21,28,11,2018,21_28_11_2018
0,41.8,0.0,75.2,0,11.0,1023.0,87.0,2.0,2.0,21,28,1,2019,21_28_1_2019
0,41.8,0.0,75.2,0,11.0,1023.0,87.0,2.0,0.0,21,28,1,2019,21_28_1_2019
0,35.2,1.6,67.9,0,18.0,1017.0,93.0,5.0,2.0,21,28,6,2019,21_28_6_2019
0,35.2,1.6,67.9,0,18.0,1017.0,93.0,5.0,2.0,21,28,6,2019,21_28_6_2019
2,37.8,27.4,90.6,0,17.0,1017.0,82.0,3.0,0.0,21,28,7,2018,21_28_7_2018
2,37.8,27.4,90.6,0,17.0,1017.0,82.0,3.0,0.0,21,28,7,2018,21_28_7_2018
1,42.3,5.5,80.6,0,16.0,1019.0,93.0,2.0,1.0,21,28,9,2018,21_28_9_2018
1,42.3,5.5,80.6,0,16.0,1019.0,93.0,2.0,0.0,21,28,9,2018,21_28_9_2018
1,41.2,3.1,84.3,0,10.0,1018.0,87.0,1.0,2.0,21,29,1,2019,21_29_1_2019
1,41.2,3.1,84.3,0,10.0,1018.0,87.0,1.0,1.0,21,29,1,2019,21_29_1_2019
3,41.8,30.4,68.1,0,13.0,1020.0,71.0,1.0,0.0,21,29,3,2019,21_29_3_2019
3,41.8,30.4,68.1,0,13.0,1020.0,71.0,1.0,0.0,21,29,3,2019,21_29_3_2019
0,40.4,1.9,88.3,0,16.0,1020.0,87.0,4.0,0.0,21,29,8,2018,21_29_8_2018
0,40.4,1.9,88.3,0,16.0,1020.0,87.0,4.0,0.0,21,29,8,2018,21_29_8_2018
2,37.6,17.1,90.9,0,16.0,1016.0,100.0,0.0,0.0,21,29,9,2018,21_29_9_2018
2,37.6,17.1,90.9,0,16.0,1016.0,100.0,0.0,0.0,21,29,9,2018,21_29_9_2018
0,42.1,0.7,73.1,0,18.0,1020.0,93.0,1.0,4.0,21,29,9,2019,21_29_9_2019
0,42.1,0.7,73.1,0,18.0,1020.0,93.0,1.0,2.0,21,29,9,2019,21_29_9_2019
0,44.4,0.0,75.5,0,15.0,1021.0,67.0,2.0,0.0,21,2,10,2018,21_2_10_2018
0,44.4,0.0,75.5,0,15.0,1021.0,67.0,2.0,0.0,21,2,10,2018,21_2_10_2018
1,39.4,5.6,85.3,0,12.0,1026.0,100.0,0.0,3.0,21,2,11,2018,21_2_11_2018
1,39.4,5.6,85.3,0,12.0,1026.0,100.0,0.0,2.0,21,2,11,2018,21_2_11_2018
1,44.7,2.5,68.2,0,15.0,1024.0,87.0,6.0,3.0,21,2,12,2018,21_2_12_2018
1,44.7,2.5,68.2,0,15.0,1024.0,87.0,6.0,3.0,21,2,12,2018,21_2_12_2018
0,34.5,2.1,85.9,0,8.0,1024.0,70.0,3.0,1.0,21,2,2,2019,21_2_2_2019
0,34.5,2.1,85.9,0,8.0,1024.0,70.0,3.0,0.0,21,2,2,2019,21_2_2_2019
0,35.4,4.3,98.4,0,11.0,1026.0,93.0,0.0,2.0,21,2,3,2019,21_2_3_2019
0,35.4,4.3,98.4,0,11.0,1026.0,93.0,0.0,2.0,21,2,3,2019,21_2_3_2019
0,43.1,0.0,71.4,0,17.0,1018.0,93.0,1.0,2.0,21,2,6,2019,21_2_6_2019
0,43.1,0.0,71.4,0,17.0,1018.0,93.0,1.0,2.0,21,2,6,2019,21_2_6_2019
1,40.6,13.6,87.6,0,24.0,1014.0,61.0,2.0,0.0,21,2,8,2018,21_2_8_2018
1,40.6,13.6,87.6,0,24.0,1014.0,61.0,2.0,0.0,21,2,8,2018,21_2_8_2018
1,38.9,9.9,90.2,0,20.0,1012.0,82.0,0.0,0.0,21,2,9,2018,21_2_9_2018
1,38.9,9.9,90.2,0,20.0,1012.0,82.0,0.0,0.0,21,2,9,2018,21_2_9_2018
2,45.7,8.1,77.8,0,10.0,1005.0,100.0,0.0,0.0,21,30,10,2018,21_30_10_2018
2,45.7,8.1,77.8,0,10.0,1005.0,100.0,0.0,2.0,21,30,10,2018,21_30_10_2018
0,40.6,1.1,87.6,0,21.0,1019.0,94.0,2.0,3.0,21,30,7,2018,21_30_7_2018
0,40.6,1.1,87.6,0,21.0,1019.0,94.0,2.0,0.0,21,30,7,2018,21_30_7_2018
1,41.9,5.4,84.5,0,16.0,1017.0,82.0,1.0,0.0,21,30,8,2018,21_30_8_2018
1,41.9,5.4,84.5,0,16.0,1017.0,82.0,1.0,0.0,21,30,8,2018,21_30_8_2018
0,45.2,7.7,78.1,0,19.0,1017.0,93.0,1.0,2.0,21,30,9,2019,21_30_9_2019
0,45.2,7.7,78.1,0,19.0,1017.0,93.0,1.0,2.0,21,30,9,2019,21_30_9_2019
0,44.3,3.6,81.3,0,17.0,1018.0,82.0,5.0,3.0,21,31,7,2018,21_31_7_2018
0,44.3,3.6,81.3,0,17.0,1018.0,82.0,5.0,0.0,21,31,7,2018,21_31_7_2018
1,38.9,15.5,88.4,0,19.0,1015.0,68.0,1.0,0.0,21,31,8,2018,21_31_8_2018
1,38.9,15.5,88.4,0,19.0,1015.0,68.0,1.0,0.0,21,31,8,2018,21_31_8_2018
0,45.7,4.0,79.8,0,16.0,1020.0,58.0,0.0,0.0,21,3,10,2018,21_3_10_2018
0,45.7,4.0,79.8,0,16.0,1020.0,58.0,0.0,0.0,21,3,10,2018,21_3_10_2018
1,43.6,8.0,85.7,0,12.0,1021.0,100.0,1.0,3.0,21,3,11,2018,21_3_11_2018
1,43.6,8.0,85.7,0,12.0,1021.0,100.0,1.0,3.0,21,3,11,2018,21_3_11_2018
0,41.4,0.0,86.4,0,5.0,1030.0,80.0,0.0,0.0,21,3,2,2019,21_3_2_2019
0,41.4,0.0,86.4,0,5.0,1030.0,80.0,0.0,0.0,21,3,2,2019,21_3_2_2019
0,38.8,5.6,75.5,0,17.0,1016.0,88.0,0.0,2.0,21,3,6,2019,21_3_6_2019
0,38.8,5.6,75.5,0,17.0,1016.0,88.0,0.0,3.0,21,3,6,2019,21_3_6_2019
1,41.6,14.4,89.2,0,22.0,1016.0,78.0,1.0,0.0,21,3,8,2018,21_3_8_2018
1,41.6,14.4,89.2,0,22.0,1016.0,78.0,1.0,0.0,21,3,8,2018,21_3_8_2018
0,41.8,1.3,81.1,0,19.0,1012.0,88.0,0.0,0.0,21,3,9,2018,21_3_9_2018
0,41.8,1.3,81.1,0,19.0,1012.0,88.0,0.0,0.0,21,3,9,2018,21_3_9_2018
0,38.4,5.2,86.7,0,15.0,1018.0,71.0,0.0,0.0,21,4,10,2018,21_4_10_2018
0,38.4,5.2,86.7,0,15.0,1018.0,71.0,0.0,0.0,21,4,10,2018,21_4_10_2018
0,42.0,0.0,76.8,0,10.0,1022.0,93.0,3.0,2.0,21,4,12,2018,21_4_12_2018
0,42.0,0.0,76.8,0,10.0,1022.0,93.0,3.0,2.0,21,4,12,2018,21_4_12_2018
0,39.2,0.0,92.3,0,7.0,1030.0,93.0,0.0,0.0,21,4,2,2019,21_4_2_2019
0,39.2,0.0,92.3,0,7.0,1030.0,93.0,0.0,0.0,21,4,2,2019,21_4_2_2019
0,44.4,0.0,87.0,0,11.0,1019.0,81.0,5.0,3.0,21,4,3,2019,21_4_3_2019
0,44.4,0.0,87.0,0,11.0,1019.0,81.0,5.0,2.0,21,4,3,2019,21_4_3_2019
0,39.2,1.1,68.1,0,15.0,1014.0,77.0,3.0,2.0,21,4,6,2019,21_4_6_2019
0,39.2,1.1,68.1,0,15.0,1014.0,77.0,3.0,2.0,21,4,6,2019,21_4_6_2019
2,37.8,23.9,91.2,0,22.0,1016.0,83.0,1.0,0.0,21,4,8,2018,21_4_8_2018
2,37.8,23.9,91.2,0,22.0,1016.0,83.0,1.0,0.0,21,4,8,2018,21_4_8_2018
0,44.4,0.0,81.9,0,14.0,1016.0,93.0,0.0,0.0,21,5,10,2018,21_5_10_2018
0,44.4,0.0,81.9,0,14.0,1016.0,93.0,0.0,0.0,21,5,10,2018,21_5_10_2018
1,49.7,3.7,73.3,0,15.0,1029.0,82.0,2.0,3.0,21,5,12,2018,21_5_12_2018
1,49.7,3.7,73.3,0,15.0,1029.0,82.0,2.0,3.0,21,5,12,2018,21_5_12_2018
0,37.7,0.0,90.7,0,8.0,1029.0,100.0,1.0,1.0,21,5,2,2019,21_5_2_2019
0,37.7,0.0,90.7,0,8.0,1029.0,100.0,1.0,0.0,21,5,2,2019,21_5_2_2019
0,41.4,0.0,76.3,0,15.0,1017.0,87.0,3.0,2.0,21,5,5,2019,21_5_5_2019
0,41.4,0.0,76.3,0,15.0,1017.0,87.0,3.0,3.0,21,5,5,2019,21_5_5_2019
1,36.4,7.6,62.8,0,14.0,1017.0,76.0,1.0,2.0,21,5,6,2019,21_5_6_2019
1,36.4,7.6,62.8,0,14.0,1017.0,76.0,1.0,2.0,21,5,6,2019,21_5_6_2019
2,38.5,21.6,87.9,0,14.0,1020.0,71.0,4.0,0.0,21,6,10,2018,21_6_10_2018
2,38.5,21.6,87.9,0,14.0,1020.0,71.0,4.0,0.0,21,6,10,2018,21_6_10_2018
0,37.7,1.0,73.5,0,15.0,1020.0,77.0,2.0,2.0,21,6,5,2019,21_6_5_2019
0,37.7,1.0,73.5,0,15.0,1020.0,77.0,2.0,3.0,21,6,5,2019,21_6_5_2019
1,38.1,4.9,58.8,0,13.0,1010.0,82.0,2.0,2.0,21,6,6,2019,21_6_6_2019
1,38.1,4.9,58.8,0,13.0,1010.0,82.0,2.0,3.0,21,6,6,2019,21_6_6_2019
2,36.2,12.5,85.9,0,18.0,1016.0,88.0,1.0,2.0,21,6,7,2019,21_6_7_2019
2,36.2,12.5,85.9,0,18.0,1016.0,88.0,1.0,2.0,21,6,7,2019,21_6_7_2019
2,45.3,19.0,84.6,0,19.0,1017.0,88.0,1.0,0.0,21,6,8,2018,21_6_8_2018
2,45.3,19.0,84.6,0,19.0,1017.0,88.0,1.0,3.0,21,6,8,2018,21_6_8_2018
1,46.7,10.2,80.4,0,18.0,1013.0,82.0,1.0,0.0,21,6,9,2018,21_6_9_2018
1,46.7,10.2,80.4,0,18.0,1013.0,82.0,1.0,0.0,21,6,9,2018,21_6_9_2018
3,44.8,92.6,85.7,0,13.0,1017.0,82.0,1.0,0.0,21,7,10,2018,21_7_10_2018
3,44.8,92.6,85.7,0,13.0,1017.0,82.0,1.0,0.0,21,7,10,2018,21_7_10_2018
0,46.4,0.0,70.4,0,9.0,1017.0,87.0,3.0,1.0,21,7,11,2018,21_7_11_2018
0,46.4,0.0,70.4,0,9.0,1017.0,87.0,3.0,1.0,21,7,11,2018,21_7_11_2018
1,37.6,7.5,92.5,0,8.0,1025.0,100.0,1.0,3.0,21,7,2,2019,21_7_2_2019
1,37.6,7.5,92.5,0,8.0,1025.0,100.0,1.0,0.0,21,7,2,2019,21_7_2_2019
0,32.5,0.0,63.1,0,16.0,1014.0,93.0,6.0,3.0,21,7,5,2019,21_7_5_2019
0,32.5,0.0,63.1,0,16.0,1014.0,93.0,6.0,3.0,21,7,5,2019,21_7_5_2019
3,43.0,32.0,86.3,0,17.0,1016.0,88.0,6.0,3.0,21,7,8,2018,21_7_8_2018
3,43.0,32.0,86.3,0,17.0,1016.0,88.0,6.0,0.0,21,7,8,2018,21_7_8_2018
0,42.8,1.8,88.6,0,15.0,1013.0,58.0,1.0,0.0,21,8,10,2018,21_8_10_2018
0,42.8,1.8,88.6,0,15.0,1013.0,58.0,1.0,0.0,21,8,10,2018,21_8_10_2018
1,44.1,4.2,79.1,0,12.0,1017.0,76.0,3.0,3.0,21,8,11,2018,21_8_11_2018
1,44.1,4.2,79.1,0,12.0,1017.0,76.0,3.0,1.0,21,8,11,2018,21_8_11_2018
3,33.6,116.1,81.5,0,9.0,1032.0,100.0,1.0,0.0,21,8,12,2018,21_8_12_2018
3,33.6,116.1,81.5,0,9.0,1032.0,100.0,1.0,0.0,21,8,12,2018,21_8_12_2018
0,40.6,8.0,89.5,0,11.0,1023.0,100.0,4.0,3.0,21,8,2,2019,21_8_2_2019
0,40.6,8.0,89.5,0,11.0,1023.0,100.0,4.0,3.0,21,8,2,2019,21_8_2_2019
0,35.2,2.8,71.7,0,14.0,1015.0,93.0,3.0,2.0,21,8,5,2019,21_8_5_2019
0,35.2,2.8,71.7,0,14.0,1015.0,93.0,3.0,3.0,21,8,5,2019,21_8_5_2019
3,47.2,35.0,76.0,0,19.0,1016.0,88.0,2.0,2.0,21,8,7,2019,21_8_7_2019
3,47.2,35.0,76.0,0,19.0,1016.0,88.0,2.0,2.0,21,8,7,2019,21_8_7_2019
2,40.3,18.9,88.4,0,18.0,1017.0,93.0,3.0,2.0,21,8,9,2018,21_8_9_2018
2,40.3,18.9,88.4,0,18.0,1017.0,93.0,3.0,0.0,21,8,9,2018,21_8_9_2018
1,44.4,8.3,87.0,0,14.0,1007.0,67.0,1.0,0.0,21,9,10,2018,21_9_10_2018
1,44.4,8.3,87.0,0,14.0,1007.0,67.0,1.0,0.0,21,9,10,2018,21_9_10_2018
1,43.0,22.3,87.3,0,15.0,1014.0,93.0,9.0,3.0,21,9,11,2018,21_9_11_2018
1,43.0,22.3,87.3,0,15.0,1014.0,93.0,9.0,3.0,21,9,11,2018,21_9_11_2018
0,37.8,0.0,80.1,0,16.0,1022.0,82.0,6.0,0.0,21,9,8,2018,21_9_8_2018
0,37.8,0.0,80.1,0,16.0,1022.0,82.0,6.0,0.0,21,9,8,2018,21_9_8_2018
0,42.0,0.0,82.5,0,18.0,1005.0,77.0,7.0,3.0,22,10,10,2018,22_10_10_2018
0,42.0,0.0,82.5,0,18.0,1005.0,77.0,7.0,0.0,22,10,10,2018,22_10_10_2018
1,43.3,4.8,84.7,0,15.0,1012.0,100.0,6.0,3.0,22,10,11,2018,22_10_11_2018
1,43.3,4.8,84.7,0,15.0,1012.0,100.0,6.0,3.0,22,10,11,2018,22_10_11_2018
0,39.2,0.0,90.2,0,9.0,1027.0,93.0,1.0,0.0,22,10,2,2019,22_10_2_2019
0,39.2,0.0,90.2,0,9.0,1027.0,93.0,1.0,0.0,22,10,2,2019,22_10_2_2019
1,40.1,26.0,95.5,0,11.0,1021.0,93.0,2.0,2.0,22,10,4,2019,22_10_4_2019
1,40.1,26.0,95.5,0,11.0,1021.0,93.0,2.0,2.0,22,10,4,2019,22_10_4_2019
1,34.4,7.3,63.9,0,15.0,1021.0,100.0,1.0,4.0,22,10,5,2019,22_10_5_2019
1,34.4,7.3,63.9,0,15.0,1021.0,100.0,1.0,4.0,22,10,5,2019,22_10_5_2019
0,42.2,0.0,68.6,0,14.0,1019.0,82.0,5.0,2.0,22,10,6,2019,22_10_6_2019
0,42.2,0.0,68.6,0,14.0,1019.0,82.0,5.0,2.0,22,10,6,2019,22_10_6_2019
2,43.8,6.5,88.5,0,15.0,1021.0,93.0,0.0,0.0,22,10,8,2018,22_10_8_2018
2,43.8,6.5,88.5,0,15.0,1021.0,93.0,0.0,0.0,22,10,8,2018,22_10_8_2018
2,40.2,16.8,83.4,0,17.0,1021.0,93.0,2.0,2.0,22,10,8,2019,22_10_8_2019
2,40.2,16.8,83.4,0,17.0,1021.0,93.0,2.0,2.0,22,10,8,2019,22_10_8_2019
0,42.4,0.0,81.2,0,17.0,1021.0,72.0,0.0,0.0,22,10,9,2018,22_10_9_2018
0,42.4,0.0,81.2,0,17.0,1021.0,72.0,0.0,0.0,22,10,9,2018,22_10_9_2018
2,42.4,3.8,74.9,0,17.0,1015.0,77.0,6.0,0.0,22,11,10,2018,22_11_10_2018
2,42.4,3.8,74.9,0,17.0,1015.0,77.0,6.0,0.0,22,11,10,2018,22_11_10_2018
0,40.7,2.0,85.2,0,10.0,1010.0,93.0,2.0,1.0,22,11,11,2018,22_11_11_2018
0,40.7,2.0,85.2,0,10.0,1010.0,93.0,2.0,1.0,22,11,11,2018,22_11_11_2018
0,39.3,0.0,71.3,0,11.0,1024.0,100.0,0.0,3.0,22,11,12,2018,22_11_12_2018
0,39.3,0.0,71.3,0,11.0,1024.0,100.0,0.0,3.0,22,11,12,2018,22_11_12_2018
0,41.1,0.0,89.1,0,7.0,1030.0,93.0,1.0,0.0,22,11,2,2019,22_11_2_2019
0,41.1,0.0,89.1,0,7.0,1030.0,93.0,1.0,0.0,22,11,2,2019,22_11_2_2019
0,39.7,4.4,77.0,0,10.0,1021.0,87.0,2.0,0.0,22,11,4,2019,22_11_4_2019
0,39.7,4.4,77.0,0,10.0,1021.0,87.0,2.0,0.0,22,11,4,2019,22_11_4_2019
1,40.6,14.9,84.1,0,16.0,1019.0,88.0,4.0,0.0,22,11,8,2018,22_11_8_2018
1,40.6,14.9,84.1,0,16.0,1019.0,88.0,4.0,0.0,22,11,8,2018,22_11_8_2018
1,37.5,7.7,85.7,0,19.0,1020.0,77.0,1.0,0.0,22,11,9,2018,22_11_9_2018
1,37.5,7.7,85.7,0,19.0,1020.0,77.0,1.0,0.0,22,11,9,2018,22_11_9_2018
0,45.2,3.8,84.8,0,20.0,1018.0,77.0,6.0,0.0,22,12,10,2018,22_12_10_2018
0,45.2,3.8,84.8,0,20.0,1018.0,77.0,6.0,3.0,22,12,10,2018,22_12_10_2018
0,44.9,1.8,79.1,0,9.0,1022.0,100.0,1.0,0.0,22,12,11,2018,22_12_11_2018
0,44.9,1.8,79.1,0,9.0,1022.0,100.0,1.0,0.0,22,12,11,2018,22_12_11_2018
2,38.0,15.6,89.1,0,8.0,1029.0,87.0,1.0,0.0,22,12,2,2019,22_12_2_2019
2,38.0,15.6,89.1,0,8.0,1029.0,87.0,1.0,0.0,22,12,2,2019,22_12_2_2019
0,42.1,0.0,88.4,0,18.0,1018.0,100.0,2.0,0.0,22,12,8,2018,22_12_8_2018
0,42.1,0.0,88.4,0,18.0,1018.0,100.0,2.0,3.0,22,12,8,2018,22_12_8_2018
0,45.4,5.5,80.7,0,11.0,1023.0,76.0,3.0,0.0,22,13,11,2018,22_13_11_2018
0,45.4,5.5,80.7,0,11.0,1023.0,76.0,3.0,0.0,22,13,11,2018,22_13_11_2018
0,39.3,0.0,90.8,0,9.0,1026.0,76.0,1.0,0.0,22,13,2,2019,22_13_2_2019
0,39.3,0.0,90.8,0,9.0,1026.0,76.0,1.0,0.0,22,13,2,2019,22_13_2_2019
1,34.7,9.9,88.4,0,19.0,1015.0,93.0,2.0,2.0,22,13,7,2019,22_13_7_2019
1,34.7,9.9,88.4,0,19.0,1015.0,93.0,2.0,2.0,22,13,7,2019,22_13_7_2019
0,43.6,4.3,76.9,0,16.0,1017.0,93.0,1.0,0.0,22,13,8,2018,22_13_8_2018
0,43.6,4.3,76.9,0,16.0,1017.0,93.0,1.0,0.0,22,13,8,2018,22_13_8_2018
0,38.0,0.0,85.2,0,16.0,1018.0,100.0,2.0,0.0,22,13,9,2018,22_13_9_2018
0,38.0,0.0,85.2,0,16.0,1018.0,100.0,2.0,0.0,22,13,9,2018,22_13_9_2018
0,39.5,0.0,88.4,0,12.0,1023.0,51.0,4.0,0.0,22,14,2,2019,22_14_2_2019
0,39.5,0.0,88.4,0,12.0,1023.0,51.0,4.0,0.0,22,14,2,2019,22_14_2_2019
1,37.0,7.5,68.6,0,16.0,1014.0,100.0,3.0,0.0,22,14,4,2019,22_14_4_2019
1,37.0,7.5,68.6,0,16.0,1014.0,100.0,3.0,3.0,22,14,4,2019,22_14_4_2019
1,36.8,6.8,76.4,0,19.0,1016.0,100.0,1.0,2.0,22,14,7,2019,22_14_7_2019
1,36.8,6.8,76.4,0,19.0,1016.0,100.0,1.0,3.0,22,14,7,2019,22_14_7_2019
1,41.9,4.1,73.8,0,13.0,1016.0,77.0,3.0,0.0,22,15,11,2018,22_15_11_2018
1,41.9,4.1,73.8,0,13.0,1016.0,77.0,3.0,0.0,22,15,11,2018,22_15_11_2018
0,38.9,3.3,92.8,0,10.0,1024.0,81.0,1.0,0.0,22,15,2,2019,22_15_2_2019
0,38.9,3.3,92.8,0,10.0,1024.0,81.0,1.0,0.0,22,15,2,2019,22_15_2_2019
0,37.8,0.0,64.1,0,14.0,1015.0,87.0,5.0,3.0,22,15,5,2019,22_15_5_2019
0,37.8,0.0,64.1,0,14.0,1015.0,87.0,5.0,2.0,22,15,5,2019,22_15_5_2019
0,43.6,2.6,89.9,0,19.0,1015.0,93.0,1.0,2.0,22,15,7,2019,22_15_7_2019
0,43.6,2.6,89.9,0,19.0,1015.0,93.0,1.0,2.0,22,15,7,2019,22_15_7_2019
0,39.7,4.6,88.7,0,17.0,1015.0,93.0,2.0,0.0,22,15,8,2018,22_15_8_2018
0,39.7,4.6,88.7,0,17.0,1015.0,93.0,2.0,0.0,22,15,8,2018,22_15_8_2018
0,39.3,0.0,71.3,0,15.0,1013.0,77.0,4.0,0.0,22,16,11,2018,22_16_11_2018
0,39.3,0.0,71.3,0,15.0,1013.0,77.0,4.0,0.0,22,16,11,2018,22_16_11_2018
0,39.4,5.0,89.7,0,9.0,1022.0,87.0,1.0,0.0,22,16,2,2019,22_16_2_2019
0,39.4,5.0,89.7,0,9.0,1022.0,87.0,1.0,0.0,22,16,2,2019,22_16_2_2019
0,48.2,0.0,66.2,0,13.0,1010.0,76.0,1.0,0.0,22,16,4,2019,22_16_4_2019
0,48.2,0.0,66.2,0,13.0,1010.0,76.0,1.0,0.0,22,16,4,2019,22_16_4_2019
0,38.3,0.0,63.9,0,13.0,1016.0,76.0,6.0,2.0,22,16,5,2019,22_16_5_2019
0,38.3,0.0,63.9,0,13.0,1016.0,76.0,6.0,2.0,22,16,5,2019,22_16_5_2019
0,45.5,4.4,80.2,0,17.0,1016.0,82.0,3.0,0.0,22,16,8,2018,22_16_8_2018
0,45.5,4.4,80.2,0,17.0,1016.0,82.0,3.0,0.0,22,16,8,2018,22_16_8_2018
0,38.4,4.8,89.5,0,15.0,1019.0,100.0,0.0,0.0,22,16,9,2018,22_16_9_2018
0,38.4,4.8,89.5,0,15.0,1019.0,100.0,0.0,0.0,22,16,9,2018,22_16_9_2018
1,40.9,3.4,71.6,0,16.0,1005.0,59.0,3.0,0.0,22,17,11,2018,22_17_11_2018
1,40.9,3.4,71.6,0,16.0,1005.0,59.0,3.0,0.0,22,17,11,2018,22_17_11_2018
0,36.7,2.3,77.9,0,6.0,1022.0,93.0,0.0,0.0,22,17,1,2019,22_17_1_2019
0,36.7,2.3,77.9,0,6.0,1022.0,93.0,0.0,0.0,22,17,1,2019,22_17_1_2019
1,41.4,5.3,83.3,0,11.0,1017.0,93.0,3.0,1.0,22,17,2,2019,22_17_2_2019
1,41.4,5.3,83.3,0,11.0,1017.0,93.0,3.0,3.0,22,17,2,2019,22_17_2_2019
1,37.8,5.7,79.2,0,12.0,1008.0,93.0,5.0,3.0,22,17,4,2019,22_17_4_2019
1,37.8,5.7,79.2,0,12.0,1008.0,93.0,5.0,2.0,22,17,4,2019,22_17_4_2019
0,42.0,0.0,77.7,0,13.0,1017.0,76.0,4.0,2.0,22,17,5,2019,22_17_5_2019
0,42.0,0.0,77.7,0,13.0,1017.0,76.0,4.0,2.0,22,17,5,2019,22_17_5_2019
2,43.4,19.2,87.3,0,19.0,1016.0,100.0,0.0,2.0,22,17,8,2019,22_17_8_2019
2,43.4,19.2,87.3,0,19.0,1016.0,100.0,0.0,2.0,22,17,8,2019,22_17_8_2019
1,41.3,4.7,82.6,0,16.0,1013.0,82.0,3.0,0.0,22,18,10,2018,22_18_10_2018
1,41.3,4.7,82.6,0,16.0,1013.0,82.0,3.0,0.0,22,18,10,2018,22_18_10_2018
0,37.7,1.0,74.4,0,8.0,1019.0,93.0,1.0,3.0,22,18,1,2019,22_18_1_2019
0,37.7,1.0,74.4,0,8.0,1019.0,93.0,1.0,3.0,22,18,1,2019,22_18_1_2019
0,39.1,0.0,90.6,0,9.0,1021.0,93.0,3.0,0.0,22,18,2,2019,22_18_2_2019
0,39.1,0.0,90.6,0,9.0,1021.0,93.0,3.0,0.0,22,18,2,2019,22_18_2_2019
