AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN,IS_STORMY
0,45.3,0,83.6,0,13,1020,93,2,3,4,23,9,2019,250,0
4,46,81,83.2,2,13,1011,76,8,5,8,8,11,2018,250,0
1,38.9,2.8,64.8,2,15,1018,51,2,2,10,30,3,2019,250,0
1,41.3,8.7,82.6,0,18,1022,100,2,1,22,21,9,2018,250,0
1,37.9,4.7,69.4,1,15,1020,87,7,6,20,23,5,2019,700,0
1,37.9,7.8,73.4,2,13,1024,87,5,4,13,28,1,2019,250,0
0,43.8,0,86.3,2,15,1019,93,2,1,6,9,8,2018,250,0
2,34.5,40.6,93.8,2,20,1022,73,3,1,11,19,9,2018,250,0
1,36.1,11.2,81.7,2,12,1019,93,4,4,12,29,1,2019,250,0
1,34.7,6.1,66.1,0,12,1017,76,2,3,0,6,6,2019,250,0
2,37.4,47.3,92.7,2,20,1016,88,3,4,12,25,7,2018,250,0
0,44.3,0,86.7,0,13,1012,71,7,5,6,8,11,2018,250,0
1,37.8,6.4,90.1,0,20,1016,94,1,1,22,5,8,2018,700,0
1,37.9,5,85.5,0,8,1026,71,4,1,7,22,2,2019,700,0
2,39.1,24.8,81.6,2,12,1021,58,6,5,14,17,1,2019,250,0
0,37.7,5.9,60.2,2,17,1016,88,2,6,10,22,9,2019,700,0
3,44.8,35.9,85.3,2,25,1014,47,5,1,17,1,8,2018,700,0
0,38.1,7.6,89.9,0,18,1012,72,4,1,20,18,10,2018,250,0
0,42.1,0,75.5,0,4,1024,93,1,3,2,22,1,2019,250,0
0,36.9,1.4,68.2,0,9,1032,100,1,1,1,9,12,2018,250,0
0,42.9,0,87,0,16,1020,88,0,1,3,11,9,2018,250,0
1,37.2,8,93.4,0,6,1022,66,4,1,7,16,2,2019,250,0
0,43.6,2.7,82.8,0,15,1015,82,3,1,0,26,8,2018,250,0
3,32.6,97.7,80,2,17,1021,82,2,2,11,12,4,2019,700,0
0,38.2,3,82,0,10,1024,100,2,5,23,11,12,2018,250,0
1,32.6,13,94,2,20,1014,88,5,4,10,13,7,2019,250,0
1,37.2,7.5,80.1,2,14,1021,93,4,4,12,12,12,2018,250,0
1,40.9,3.4,82.1,0,16,1014,93,1,4,6,20,9,2019,700,0
3,42,47.9,73.6,2,15,1019,72,6,6,14,10,4,2019,250,0
1,34.7,12.9,94.1,2,13,1022,82,6,6,12,9,2,2019,250,0
1,40,7.2,87.9,0,16,1018,93,1,1,23,24,8,2018,250,0
4,40.8,141.3,80.5,2,15,1022,87,3,6,9,27,9,2019,250,0
2,38.1,27.9,87.3,2,16,1025,88,2,4,13,2,11,2018,900,0
0,40.7,0,77.9,2,19,1018,64,1,1,8,21,10,2018,700,0
4,44.7,104.7,85.7,1,13,1013,77,5,1,7,19,10,2018,250,0
2,40.2,33.1,88.5,2,19,1018,82,2,5,11,12,8,2018,250,0
1,40.4,19.2,83.8,2,19,1016,88,3,4,13,28,8,2018,250,0
3,43.2,71.1,94.7,0,10,1020,70,2,1,19,19,2,2019,250,0
0,40.2,0,67.9,0,16,1018,93,1,4,4,3,6,2019,250,0
1,37.6,23.3,92.5,2,19,1021,82,3,5,11,29,8,2018,250,0
2,37.1,35.8,89.6,2,21,1011,53,4,5,16,18,10,2018,250,0
0,38.6,0,69.6,0,15,1029,82,2,4,22,5,12,2018,250,0
0,44.7,1.3,80.6,0,12,1018,54,1,1,4,4,10,2018,250,0
2,36.8,47.8,91.7,2,20,1016,68,8,1,18,16,8,2018,250,0
3,34,61.4,80,2,19,1022,68,4,6,15,15,6,2019,250,0
0,43.9,0,85.1,0,20,1017,64,3,1,4,21,10,2018,250,0
2,44.9,5.3,67.1,1,7,1020,93,3,2,6,12,4,2019,300,0
4,46.6,126.8,85.3,2,18,1021,39,4,1,8,3,10,2018,250,0
0,43.6,0,88.7,0,16,1018,72,2,1,6,21,10,2018,250,0
2,38,21.4,94.2,2,17,1020,48,2,1,10,25,10,2018,250,0
1,37.6,16.9,92.5,1,20,1016,88,2,3,19,8,9,2018,250,0
2,37.8,35.1,92.8,2,11,1019,66,4,1,17,19,2,2019,250,0
1,44.7,5.7,83.9,0,10,1012,93,0,3,2,12,11,2018,700,0
0,38.1,7.4,91.4,0,20,1020,77,2,4,20,29,7,2018,250,0
3,40,36.4,94.4,0,18,1022,59,2,1,19,26,2,2019,250,0
1,43.7,18.7,82.8,2,21,1017,100,1,4,12,17,9,2019,250,0
2,36.2,44.7,84.1,2,13,1019,76,2,4,9,13,4,2019,250,0
1,36.2,7.1,83.9,2,14,1021,67,8,4,14,9,2,2019,250,0
2,34.2,43.1,87.8,2,20,1016,69,1,5,14,17,9,2018,250,0
3,43.8,98.6,86.3,2,21,1015,68,3,5,15,8,8,2018,700,0
0,42.1,0,75.6,0,12,1018,76,9,4,4,23,1,2019,700,0
1,38.8,8.7,83.8,0,20,1024,88,0,1,21,27,9,2018,250,0
0,41.5,0,75.6,0,10,1012,76,1,2,4,31,3,2019,250,0
0,44.4,0,75.5,0,15,1021,67,2,1,21,2,10,2018,250,0
2,39.6,21.5,82.7,2,12,1024,93,3,3,11,30,11,2018,250,0
1,32.4,12.4,93.9,2,20,1026,40,4,1,13,22,2,2019,700,0
1,40.3,3.6,67.6,0,12,1012,82,2,6,0,7,6,2019,250,0
1,40.6,4.6,74.9,2,12,1020,87,3,4,8,29,9,2019,250,0
3,37.5,134.4,90.4,2,20,1018,88,3,4,17,12,8,2018,700,0
3,38.8,46.1,83,0,19,1021,93,3,3,19,27,9,2019,250,0
1,40.8,7.5,82.4,2,20,1005,52,6,1,12,10,10,2018,250,0
2,40.6,5.8,60.8,0,14,1019,100,2,6,3,28,6,2019,250,0
1,34.7,10.4,76.9,2,14,1004,87,5,4,9,22,4,2019,700,0
1,44.1,12.6,88.7,2,19,1014,100,4,4,7,18,8,2019,250,0
1,35.3,6.6,70.8,0,15,1015,87,3,3,20,8,5,2019,250,0
1,42.4,8,75.5,2,17,1014,82,2,5,12,26,10,2018,250,0
1,51.4,2,69.7,0,10,1016,100,0,2,3,2,4,2019,250,0
0,41.5,0,76.3,2,17,1014,82,1,2,8,21,4,2019,700,0
2,42.5,35.1,86.9,2,24,1008,36,3,1,14,9,10,2018,700,0
1,32.1,15.9,87.5,2,12,1030,71,2,4,13,5,2,2019,250,0
1,36.9,3.8,70.5,0,12,1001,100,1,3,3,20,11,2018,700,0
0,43.5,2.6,75.9,0,16,1021,93,1,6,22,24,9,2019,250,0
0,47.6,0,73.6,1,12,1010,82,5,1,7,17,11,2018,250,0
2,33.9,44.2,80.4,2,19,1013,88,3,3,17,23,6,2019,700,0
4,46.1,97.8,68.7,2,12,1013,93,4,4,7,9,5,2019,250,0
3,41.9,57.2,86.6,2,23,1018,64,7,4,16,12,10,2018,250,0
1,37.9,15,91.1,0,17,1015,77,3,1,21,25,8,2018,250,0
0,35.3,5.7,87.2,0,18,1016,93,2,4,1,15,7,2019,250,0
2,39.4,37.8,80.4,2,17,1026,72,3,5,15,5,12,2018,250,0
2,37.7,29.6,89.4,2,25,1019,41,4,1,15,1,10,2018,900,0
2,37.1,40.3,90.2,2,23,1016,53,6,1,16,14,8,2018,250,0
0,40,0,88.8,0,13,1022,100,0,1,3,23,9,2018,250,0
1,49.7,3.7,73.3,0,15,1029,82,2,4,21,5,12,2018,250,0
2,35.4,30.2,91.4,2,22,1015,77,3,3,14,7,7,2019,250,0
0,35.6,6.4,97.3,0,19,1017,88,1,6,22,5,7,2019,250,0
3,42.9,110.5,82,2,20,1021,77,3,6,17,26,9,2019,250,0
0,42.5,0,73.9,0,11,1023,93,2,4,4,12,12,2018,250,0
2,34.7,27.4,98.7,2,9,1023,76,4,1,11,20,2,2019,700,0
0,43.6,7.1,80.2,0,15,1012,93,3,4,3,22,9,2019,250,0
1,44.1,2.3,85.4,0,16,1020,63,2,1,22,1,10,2018,250,0
1,38.1,9.9,80.4,0,11,1021,81,1,2,21,11,4,2019,250,0
0,39,1.1,72.2,0,7,1032,100,0,4,6,9,12,2018,250,0
0,39,3.4,94.2,2,19,1015,88,1,4,8,14,7,2019,250,0
1,45.3,4,73.3,0,18,1018,100,0,4,22,27,8,2019,250,0
1,41.2,10.8,82.3,2,17,1018,100,1,6,10,31,8,2019,250,0
1,48.7,0.9,76.8,0,12,1022,76,5,4,6,28,11,2018,250,0
3,32.1,53.3,80.9,2,18,1013,63,3,2,16,16,4,2019,250,0
0,38.5,1.8,74.4,0,14,1007,76,4,2,0,22,4,2019,700,0
3,33.2,142.1,99.4,1,18,1027,52,1,1,18,24,2,2019,250,0
2,40.6,36.5,87.6,2,21,1016,77,3,5,15,27,7,2018,250,0
1,36.1,15.6,96.1,2,20,1019,77,2,4,19,29,7,2018,250,0
2,38.5,27,89.5,2,23,1016,83,4,4,15,13,7,2019,250,0
3,34.4,63.1,91.6,2,12,1005,87,1,5,16,31,10,2018,250,0
2,37.7,38.2,91.3,2,11,1002,87,3,5,16,30,10,2018,250,0
2,39.7,39.1,88.7,2,22,1020,60,3,3,15,29,7,2018,250,0
2,31.9,23.6,77,2,19,1018,48,2,6,12,30,3,2019,250,0
3,42.3,59.1,92.4,1,15,1024,72,1,1,18,15,2,2019,250,0
2,32.1,23.9,80.8,2,16,1023,87,7,4,15,2,12,2018,900,0
2,34.5,21.8,83.3,0,15,1016,77,3,1,20,15,11,2018,250,0
0,39.9,3.8,78,0,13,1019,87,4,5,20,24,1,2019,250,0
0,40.6,0,86.7,2,14,1020,93,3,4,9,29,9,2019,250,0
0,42.1,3.4,88.4,2,20,1017,46,6,1,8,18,8,2018,250,0
1,40.3,16,88.9,0,23,1016,78,1,1,23,3,8,2018,250,0
1,34.3,11.9,101.2,2,14,1022,54,4,1,14,20,2,2019,700,0
1,37.3,5.2,79.5,2,20,1015,82,3,6,13,24,6,2019,250,0
2,46.5,8.2,62.9,0,10,1024,100,1,4,7,28,1,2019,250,0
3,41.7,27.5,74.4,2,15,1027,39,5,1,12,10,12,2018,250,0
2,40,21,87.4,2,29,1016,29,2,1,15,18,8,2018,250,0
0,40.4,5.3,87.4,0,17,1019,93,4,4,23,28,8,2018,250,0
1,46.7,10.2,80.4,0,18,1013,82,1,1,21,6,9,2018,700,0
0,41.3,0,90,0,11,1028,100,1,4,4,2,3,2019,250,0
3,33.9,80.3,75.8,2,14,1017,77,4,3,10,5,6,2019,700,0
0,39.3,2.3,70.6,0,6,1023,87,2,1,23,17,1,2019,250,0
2,46.4,29.8,81.3,0,14,1016,93,0,6,20,25,10,2018,250,0
1,34.3,19.5,90.3,2,13,1026,76,2,5,13,6,2,2019,250,0
0,44.9,1.2,79.5,0,16,1020,48,3,1,23,1,10,2018,250,0
0,41.9,0,87,0,16,1020,39,5,1,3,2,10,2018,250,0
1,41.2,3.1,84.3,0,10,1018,87,1,3,21,29,1,2019,250,0
3,34.2,70.4,77.9,2,21,1019,82,6,6,15,30,6,2019,250,0
2,34.2,37.7,74.5,2,21,1015,77,3,6,17,24,6,2019,250,0
0,43.8,7,80.9,0,18,1024,93,0,1,23,27,9,2018,250,0
2,33.1,13.4,77.8,2,17,1014,72,5,2,12,1,4,2019,900,0
1,37.1,12.1,90.2,2,20,1019,73,2,4,9,30,7,2018,250,0
3,41.8,38.5,71.6,2,21,1018,77,3,6,12,27,6,2019,250,0
2,39.8,22.5,89.6,0,23,1015,69,1,1,22,2,8,2018,900,0
3,31.4,184.8,100.5,2,19,1029,48,2,1,17,23,2,2019,700,0
3,41.4,86.3,77,2,14,1017,82,3,6,9,5,6,2019,700,0
1,39.8,11.7,90.6,0,26,1014,48,2,1,20,2,8,2018,900,0
1,39.6,11.5,89.1,2,23,1022,27,7,1,11,2,10,2018,900,0
2,39.1,19.1,85.8,2,18,1018,100,1,4,11,31,8,2019,250,0
0,42.5,0,87.4,0,19,1016,60,3,1,3,18,8,2018,250,0
2,40.8,21.5,82.7,2,22,1019,33,2,1,10,4,10,2018,250,0
1,40,11.5,79.3,0,12,999,66,4,4,22,31,1,2019,250,0
4,44.1,76.6,87.3,2,19,1021,63,7,1,18,9,8,2018,250,0
3,42.1,49,87.8,2,21,1007,43,4,5,17,9,10,2018,700,0
2,41.6,44.6,88.8,0,22,1024,83,3,1,19,27,9,2018,250,0
0,34.2,5.3,94.3,2,8,1030,70,2,1,12,3,2,2019,250,0
1,34.9,5.5,79.6,1,28,1012,35,4,1,19,1,9,2018,900,0
2,38.8,16.9,88.9,2,14,1016,72,1,1,11,12,11,2018,250,0
4,47.4,98.5,74.7,1,6,1015,93,3,4,8,30,1,2019,700,0
0,48.6,4.8,69.9,0,3,1020,93,1,1,6,26,1,2019,700,0
3,38.1,41.9,85.4,0,14,1023,76,2,4,17,11,12,2018,250,0
4,41.9,75.6,80.5,2,1,1021,86,4,5,9,18,1,2019,250,0
4,44.3,66.8,92.7,0,10,1028,87,1,1,19,5,2,2019,250,0
2,37.2,31.1,95.9,2,13,1025,82,2,5,16,6,2,2019,250,0
3,37,240.7,74.8,2,20,1014,87,6,6,18,15,5,2019,700,0
1,34.1,6.1,76.3,1,21,1014,83,3,6,20,13,7,2019,250,0
2,34.6,26.2,72.8,2,16,1018,67,4,3,14,5,6,2019,250,0
0,52.3,0,79.6,0,18,1017,31,2,1,4,19,8,2018,250,0
2,42.9,23,85.6,2,21,1020,29,3,1,13,1,10,2018,250,0
0,34.4,0,92.2,0,6,1014,100,2,3,5,1,11,2018,250,0
0,34.7,7.1,83.4,2,12,1016,58,5,1,9,27,10,2018,250,0
1,37.7,11.2,89.4,2,17,1016,82,5,4,13,17,10,2018,250,0
0,42.3,0,75.4,0,5,1023,93,0,4,5,22,1,2019,250,0
2,37,38.8,87.3,2,19,1022,88,2,3,12,25,9,2019,250,0
1,34.8,17.9,86.7,0,7,1012,100,1,5,1,1,11,2018,250,0
2,32.1,42.7,83.1,2,14,1009,93,4,4,16,19,1,2019,250,0
2,38.3,37.4,90.1,2,25,1015,51,4,1,19,17,8,2018,250,0
1,32.6,13.8,89.7,2,15,1020,67,6,5,12,17,2,2019,250,0
0,42.4,0,74.8,0,13,1013,72,4,1,3,15,11,2018,250,0
3,47.1,53.8,79.9,2,19,1017,82,4,6,17,22,9,2019,250,0
2,37.3,24.7,85.8,2,22,1020,68,4,1,15,11,8,2018,250,0
0,39.8,3.5,92.3,0,16,1014,93,2,1,22,26,8,2018,250,0
0,47.7,0,73,0,8,1019,87,3,4,2,16,1,2019,250,0
3,38.6,43.7,90.7,2,23,1012,73,2,5,16,4,9,2018,250,0
4,39.2,99.7,76.6,2,17,1017,100,1,4,8,5,7,2019,250,0
3,36.8,55.2,81.2,2,19,1014,63,3,6,14,16,4,2019,250,0
0,44.4,1.4,66.4,0,17,1017,93,0,6,23,26,6,2019,300,0
4,46.6,66.8,89.8,2,11,1030,51,5,1,10,25,2,2019,250,0
3,40.4,42.4,87.8,2,21,1013,69,2,5,18,6,9,2018,250,0
0,47.8,0,71.1,0,13,1024,100,4,4,6,2,12,2018,250,0
2,34.5,22.2,102.8,2,17,1023,37,4,1,12,16,2,2019,250,0
3,36.8,89.8,91.5,2,21,1016,68,3,5,14,8,8,2018,700,0
3,41.9,66,86.5,0,14,1026,100,2,5,19,2,11,2018,250,0
2,36.2,21.2,79.5,2,20,1018,88,7,6,19,20,7,2019,700,0
2,43.4,5.9,62.8,2,11,1016,81,4,3,6,17,5,2019,300,0
2,40.5,37.6,88.3,2,20,1022,78,4,1,15,22,9,2018,700,0
0,35.9,4.1,96,0,4,1021,87,2,1,23,19,2,2019,250,0
1,40.8,5.8,83.4,0,18,1022,82,2,1,20,23,9,2018,700,0
0,45.1,4.5,77.1,0,9,1011,93,3,5,1,12,11,2018,700,0
0,39.8,2.8,80,0,12,1016,77,3,1,3,16,11,2018,250,0
0,35.6,4.6,73.6,0,13,1029,93,0,4,3,6,12,2018,250,0
2,43.8,66.5,90.8,2,19,1022,77,4,6,19,11,8,2019,250,0
0,42.8,1.8,88.6,0,15,1013,58,1,1,21,8,10,2018,700,0
4,47.2,94.8,84.1,2,11,1019,67,0,1,8,4,10,2018,250,0
0,42.2,6.9,86.8,2,13,1013,87,5,4,9,4,11,2018,250,0
1,33.6,12,90.2,2,23,1015,73,4,3,13,4,7,2019,250,0
0,47.2,0,86,0,18,1018,38,7,1,5,25,9,2018,250,0
2,37.5,43.2,84.6,2,15,1017,82,5,3,15,24,1,2019,250,0
4,40.6,54.8,69.6,2,20,1016,88,3,6,11,25,6,2019,250,0
3,42.8,40.6,78,0,15,1028,77,2,4,19,5,12,2018,250,0
0,41.7,0,87.4,0,17,1018,100,4,4,1,13,8,2018,250,0
2,34.2,19.5,87.8,2,20,1013,82,1,4,12,4,9,2018,250,0
0,45.2,3.8,84.8,0,20,1018,77,6,4,22,12,10,2018,250,0
2,34.5,35.2,94.6,2,13,1026,87,1,4,15,7,2,2019,250,0
3,39,95.5,77.2,2,16,1012,67,4,6,13,18,4,2019,700,0
2,40.2,49.9,87.6,2,19,1019,77,3,3,10,13,8,2018,250,0
1,40.9,11.8,74.1,2,21,1016,88,3,3,19,17,8,2019,250,0
3,40.2,73.4,74.1,2,16,1013,100,3,4,7,4,7,2019,250,0
1,41.3,5.6,86.4,0,21,1016,60,2,1,23,19,8,2018,250,0
0,41.6,0,76.1,0,15,1008,72,3,2,23,21,4,2019,700,0
0,37.2,3.6,86.3,0,13,1018,76,0,1,23,4,10,2018,250,0
2,41.5,16.1,75.6,2,16,1014,77,5,6,15,1,4,2019,900,0
0,40.8,2.7,82.8,0,15,1016,100,0,4,0,30,9,2018,250,0
2,39.9,12.9,83.6,0,9,1029,93,1,5,20,5,2,2019,250,0
2,34.1,27.6,83,2,25,1018,88,5,6,14,20,7,2019,700,0
2,39.7,28.2,81.1,2,18,1014,72,4,6,14,4,6,2019,250,0
0,44,0,80.9,0,19,1016,88,2,3,20,8,9,2018,250,0
3,39.8,14.7,89.1,2,27,1015,55,3,1,8,3,8,2018,250,0
1,35.7,7.1,90,0,17,1019,93,4,4,22,28,8,2018,250,0
1,40.8,16.5,82.4,0,16,1020,87,3,1,22,29,8,2018,250,0
0,37.7,1,73.5,0,15,1020,77,2,4,21,6,5,2019,250,0
0,39.2,0,86.1,1,6,1015,81,5,5,8,2,2,2019,900,0
2,40,27.1,89.3,2,20,1021,73,5,5,13,29,8,2018,250,0
1,33.8,14.9,92.5,2,22,1015,83,5,6,12,13,7,2019,250,0
0,38.8,0,70.8,0,14,1018,82,4,4,1,11,6,2019,250,0
1,37,13.5,84.2,0,17,1018,52,4,2,21,19,4,2019,250,0
2,41.1,12.1,81.1,1,19,1018,93,5,6,20,20,7,2019,700,0
2,40.8,23,87.2,2,24,1021,32,3,1,14,22,10,2018,700,0
0,44.3,0,89.7,0,18,1015,93,0,4,4,27,7,2018,250,0
1,45.6,1.2,86.2,0,10,1018,71,1,1,6,4,10,2018,250,0
0,38.9,0,93,0,11,1025,93,4,4,2,3,3,2019,250,0
2,39.8,39.4,90.1,2,20,1019,72,3,4,18,29,7,2018,250,0
1,45.7,17.3,81.3,2,14,1023,87,2,4,14,3,11,2018,250,0
3,39.4,90.1,88.6,2,20,1017,77,5,3,10,7,8,2018,700,0
0,44.5,4.1,82.6,0,11,1018,93,1,5,0,9,11,2018,250,0
2,30.5,43.5,95.5,2,13,1020,82,7,6,17,9,2,2019,250,0
3,46.8,41.3,85.3,0,9,1024,76,0,1,1,16,2,2019,250,0
0,40.9,4.2,87.8,0,18,1018,77,3,1,2,21,10,2018,700,0
1,41.9,3.7,73.3,0,6,1020,93,0,1,0,26,1,2019,700,0
4,42.8,76.1,70.2,2,7,1023,93,3,4,9,22,1,2019,250,0
1,46.4,4.5,75.8,0,16,1012,100,4,4,5,3,7,2019,250,0
1,41.6,5.1,76.1,0,5,1024,93,2,1,4,21,1,2019,250,0
3,39.4,27.8,89.6,2,13,1025,51,4,1,11,14,2,2019,250,0
3,38.8,67,79.3,2,15,1030,93,2,5,16,6,12,2018,250,0
3,44.9,65.8,78.3,2,12,1006,81,0,3,10,5,11,2018,250,0
2,36.8,43.8,92,2,21,1016,77,3,4,11,27,7,2018,250,0
0,44.5,0,88.9,2,16,1014,82,2,1,7,1,9,2018,250,0
0,36.2,6.8,81.1,0,17,1021,93,1,6,20,25,9,2019,250,0
0,39.6,0,70.1,0,3,1020,93,1,1,7,26,1,2019,250,0
0,41.8,0,73.6,0,17,1007,68,4,6,20,21,4,2019,700,0
2,37.1,31.4,89.6,2,22,1018,57,3,1,16,30,8,2018,250,0
3,44.2,44.9,90.3,0,10,1029,81,3,1,19,11,2,2019,250,0
0,44,4.6,85.5,2,17,1014,77,2,1,7,21,8,2018,250,0
2,35.5,22.5,91.2,2,21,1016,82,1,3,11,7,7,2019,250,0
0,37,1.4,67.4,0,10,1020,93,3,1,23,24,1,2019,250,0
3,38.6,33.5,85.5,2,21,1017,93,5,4,14,15,7,2019,250,0
0,42.5,0,89.6,0,16,1019,100,4,4,0,29,8,2018,250,0
2,37.1,24.9,89.9,0,18,1021,88,2,5,19,20,9,2018,700,0
1,33.8,9.5,84,2,17,1017,82,3,2,13,2,4,2019,900,0
0,38.9,0,71.1,0,16,1014,100,3,4,20,14,4,2019,250,0
4,45.1,119.6,62.2,2,14,1014,82,3,6,8,16,5,2019,250,0
0,38.1,0,64.2,0,13,1015,93,2,3,22,8,5,2019,250,0
2,33.5,13,65.8,2,18,1014,77,3,6,10,22,6,2019,700,0
0,40.3,1.5,86.5,0,11,1010,93,2,3,21,11,11,2018,250,0
2,38.1,47,81.6,0,14,1017,87,1,3,17,29,11,2018,250,0
2,36.8,17.2,91.5,0,7,1020,81,1,1,20,19,2,2019,250,0
1,38.5,17.5,86.4,2,17,1021,87,3,4,11,29,9,2019,250,0
2,37.9,20.6,75.4,2,15,1016,62,5,3,14,18,5,2019,250,0
0,39.2,0,89.8,0,5,1021,87,0,1,21,19,2,2019,250,0
1,43.3,20.3,82.8,0,20,1020,94,1,4,22,30,7,2018,250,0
0,38.8,0.8,71,0,12,1013,93,7,2,3,19,4,2019,250,0
0,41.5,0,86.1,2,5,1017,80,2,5,9,2,2,2019,900,0
2,42.2,16.8,69.9,2,14,1021,82,4,4,11,26,11,2018,300,0
0,44.8,3.5,83.4,0,16,1025,77,1,1,22,23,10,2018,250,0
3,43.8,30.1,80.9,2,4,1030,81,1,1,10,11,2,2019,250,0
0,45.9,0,86.5,0,14,1018,100,0,3,4,29,7,2018,250,0
4,44.9,121.3,84.6,2,13,1021,100,1,1,8,19,9,2018,250,0
1,47.9,1.4,71.7,0,11,1020,87,5,4,23,22,1,2019,250,0
2,39.2,15.2,84.9,0,12,1026,81,2,1,20,21,2,2019,700,0
2,37.6,48.4,92.5,2,19,1020,82,3,5,18,9,9,2018,250,0
0,41.8,0,74.3,0,14,1010,93,6,4,4,15,4,2019,250,0
0,43.7,19.6,84.8,0,18,1021,93,0,4,1,21,9,2018,250,0
3,33.3,131.9,100.5,2,20,1027,40,2,1,15,24,2,2019,250,0
3,32.1,69.3,80.5,2,16,1021,76,3,6,14,11,4,2019,250,0
0,35.9,0,84.9,2,3,1030,87,2,1,11,3,2,2019,250,0
0,38.5,0,98.2,0,9,1020,87,3,3,7,17,2,2019,250,0
2,33,25.4,86.3,2,19,1014,88,4,4,10,8,7,2019,250,0
2,36,16.5,85.9,2,22,1019,77,5,6,13,30,6,2019,250,0
2,38.8,16.9,81.2,0,19,1018,100,2,6,23,23,8,2019,700,0
0,41.8,0,74.8,0,12,1011,82,1,2,5,1,4,2019,250,0
0,42.9,0,71.4,0,16,1019,100,2,4,3,1,7,2019,250,0
3,37.9,93,88,2,21,1013,77,3,3,15,20,9,2019,700,0
1,34.8,8.8,86.8,2,32,1017,49,2,1,12,4,8,2018,250,0
2,34.7,28.8,90.1,2,16,1025,87,3,3,14,2,11,2018,900,0
1,41.2,3.3,84.3,1,0,1029,100,2,1,8,3,2,2019,250,0
3,42.8,119.9,85.7,2,20,1017,82,3,4,12,16,8,2018,250,0
0,39,0,70.6,0,11,1013,93,2,2,5,19,4,2019,250,0
3,38.2,160.7,74.1,2,22,1009,56,5,6,16,21,4,2019,700,0
1,40.8,6.1,79.4,0,18,1020,93,3,4,0,10,8,2019,250,0
1,49.2,4.5,62.8,0,13,1019,100,2,3,3,23,5,2019,250,0
2,43.8,31.3,88.5,1,20,1016,82,1,5,19,6,8,2018,250,0
2,37.9,17.3,89.8,2,14,1022,71,7,4,13,9,2,2019,250,0
3,37.1,27.1,89.6,0,13,1028,93,0,4,20,1,3,2019,900,0
0,43.8,0,92,0,18,1015,100,11,6,23,15,7,2019,250,0
2,36.1,34.3,83.1,2,29,1017,83,3,6,14,23,8,2019,700,0
1,45.5,4.3,66.2,0,13,1009,71,12,4,21,25,11,2018,700,0
0,42.2,1.6,79.5,0,13,1021,100,1,4,5,25,9,2019,250,0
4,44.1,66.1,72.1,2,12,1020,93,5,4,9,26,11,2018,250,0
0,39.8,2.4,85.6,0,19,1014,88,1,1,23,6,9,2018,250,0
0,41.5,0,75.6,0,10,1012,62,1,2,5,31,3,2019,250,0
0,44,0.9,85.5,0,14,1013,62,2,1,1,9,10,2018,250,0
2,38.2,11.1,73.6,2,14,1001,82,2,3,13,20,11,2018,700,0
2,41.6,22.2,79.5,2,16,1011,93,5,4,16,10,11,2018,700,0
2,37.6,22.1,84.9,2,20,1019,64,5,5,13,6,10,2018,250,0
2,30.9,23,96.3,0,9,1029,66,2,1,19,3,2,2019,250,0
1,34.1,7.9,87.8,0,18,1016,93,1,6,22,6,7,2019,250,0
0,43.5,0,76.2,0,15,1019,93,2,6,22,22,9,2019,250,0
1,43.3,14.9,79.4,2,14,1020,100,3,6,7,11,8,2019,250,0
4,47,81.6,77.8,2,13,1015,72,3,5,8,15,11,2018,250,0
1,41.9,3.9,84.5,0,14,1017,76,1,1,20,7,10,2018,250,0
0,41.1,0,86.7,0,7,1030,87,0,1,0,12,2,2019,250,0
0,39.5,0,88.4,0,12,1023,51,4,1,22,14,2,2019,250,0
2,32.1,26.9,83.4,2,15,1002,82,2,5,16,19,11,2018,250,0
2,43.3,27.5,87.9,2,14,1016,50,9,5,11,27,10,2018,250,0
0,34.4,2.6,87,0,7,1023,87,1,5,1,21,2,2019,700,0
1,42.6,2.4,87,2,16,1015,93,1,4,8,8,8,2018,250,0
3,40.6,18.5,89.2,2,20,1013,73,1,1,8,2,8,2018,900,0
2,37.1,34,87.2,0,15,1027,82,3,4,17,5,12,2018,250,0
2,44.1,22.9,84.5,2,21,1022,68,2,4,13,26,9,2019,250,0
0,45.2,7.7,78.1,0,19,1017,93,1,3,21,30,9,2019,250,0
0,44.1,0,84.5,0,22,1016,83,1,1,1,4,8,2018,250,0
0,43.3,1.1,85.7,0,12,1011,62,2,1,5,9,10,2018,250,0
1,35.5,8.1,73.9,0,18,1013,82,9,6,21,20,4,2019,700,0
2,36.5,32.6,74.8,0,8,1018,93,3,4,20,18,1,2019,250,0
2,37.1,26,85,2,13,1023,66,5,3,14,27,1,2019,250,0
2,34.6,31.7,94.3,2,12,1020,66,3,1,15,19,2,2019,250,0
2,33.6,36.9,84.5,2,18,1024,42,2,1,16,10,12,2018,250,0
0,42.2,1.2,84.7,2,17,1015,82,1,1,9,26,8,2018,250,0
3,37.4,83.9,88.2,1,15,1025,93,3,5,17,2,11,2018,900,0
1,43.3,8.1,75.7,0,17,1015,93,2,4,6,27,8,2019,250,0
