AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,LUMINOSITY_ORDINAL,ORDINAL_CLOUDINESS,ORDINAL_SPEED_DIFF,Day,month,Year,Hour
44.9,5.0,84.6,14.0,1014.0,100.0,0.0,1,1.0,1,27,8,2018,1
36.0,0.0,61.5,15.0,1014.0,82.0,2.0,1,4.0,1,15,5,2019,2
48.8,44.4,75.2,6.0,1023.0,100.0,2.0,2,4.0,4,8,2,2019,8
37.5,23.0,76.1,21.0,1017.0,77.0,2.0,3,3.0,3,3,6,2019,15
32.9,147.8,82.3,14.0,1019.0,100.0,4.0,3,1.0,4,13,4,2019,16
44.3,1.6,87.4,20.0,1016.0,88.0,1.0,1,1.0,1,4,8,2018,5
45.2,7.6,74.1,20.0,1016.0,82.0,2.0,1,6.0,2,23,8,2019,1
43.1,0.0,85.6,21.0,1017.0,38.0,5.0,1,6.0,1,3,9,2019,5
37.0,28.3,91.0,23.0,1016.0,88.0,4.0,3,6.0,3,6,7,2019,15
45.8,16.6,80.5,17.0,1022.0,87.0,3.0,1,1.0,3,12,8,2019,22
37.1,32.0,89.6,22.0,1022.0,73.0,3.0,3,1.0,3,22,9,2018,17
37.0,4.6,82.2,13.0,1023.0,100.0,2.0,3,6.0,1,11,5,2019,8
38.0,0.0,73.3,13.0,1018.0,67.0,4.0,1,1.0,1,12,6,2019,0
37.1,1.4,67.2,12.0,1020.0,87.0,4.0,1,1.0,1,24,1,2019,22
41.6,48.2,84.6,15.0,1019.0,52.0,1.0,3,1.0,4,4,10,2018,9
37.9,3.0,63.8,16.0,1014.0,100.0,5.0,1,4.0,2,18,6,2019,23
42.1,0.0,78.5,9.0,1017.0,87.0,3.0,1,5.0,1,7,11,2018,23
40.0,67.8,74.5,18.0,1015.0,59.0,7.0,3,6.0,4,12,6,2019,16
40.5,53.5,82.0,13.0,1013.0,71.0,5.0,3,5.0,4,23,11,2018,15
39.2,7.6,80.3,16.0,1017.0,93.0,1.0,1,4.0,2,21,6,2019,22
47.9,1.8,71.4,9.0,1025.0,93.0,1.0,1,4.0,2,28,1,2019,3
34.2,21.4,92.5,16.0,1019.0,100.0,0.0,3,1.0,3,23,8,2018,9
37.1,43.8,90.1,27.0,1013.0,47.0,2.0,3,1.0,3,21,8,2018,16
52.2,7.0,72.6,11.0,1025.0,66.0,5.0,1,1.0,3,14,2,2019,7
43.1,0.0,71.3,17.0,1019.0,51.0,3.0,1,1.0,1,13,5,2019,3
39.0,102.7,86.0,20.0,1018.0,72.0,6.0,3,1.0,4,9,9,2019,17
46.2,14.8,87.7,26.0,1017.0,34.0,3.0,3,1.0,3,8,9,2019,12
41.0,0.0,87.6,6.0,1022.0,76.0,5.0,1,1.0,1,21,2,2019,6
39.3,71.0,84.5,23.0,1020.0,88.0,5.0,3,6.0,4,14,8,2019,18
40.9,4.8,87.8,18.0,1013.0,93.0,1.0,1,4.0,1,4,9,2018,21
40.1,24.6,79.5,19.0,1019.0,93.0,2.0,3,4.0,3,28,8,2019,12
33.9,4.9,74.2,16.0,1014.0,72.0,0.0,1,1.0,2,4,5,2019,22
42.2,8.3,88.2,17.0,1018.0,82.0,3.0,1,1.0,2,31,7,2018,22
40.1,21.4,90.2,31.0,1017.0,59.0,2.0,3,1.0,3,4,8,2018,11
32.8,59.1,77.5,23.0,1014.0,64.0,5.0,3,1.0,4,22,6,2019,15
33.9,39.1,93.4,27.0,1017.0,65.0,4.0,3,1.0,3,3,8,2018,12
39.6,49.2,80.9,16.0,1016.0,72.0,4.0,3,6.0,4,14,6,2019,14
36.7,69.6,89.9,11.0,1021.0,87.0,3.0,1,5.0,3,20,1,2019,18
37.1,49.5,86.1,25.0,1017.0,94.0,3.0,3,4.0,4,23,7,2019,14
37.5,1.5,87.8,16.0,1019.0,100.0,0.0,1,1.0,1,12,9,2018,3
38.5,120.1,75.1,15.0,1012.0,77.0,3.0,3,6.0,5,18,4,2019,16
41.5,0.0,89.0,11.0,1015.0,81.0,6.0,3,4.0,1,5,3,2019,8
41.3,0.0,89.7,17.0,1016.0,100.0,2.0,3,6.0,1,16,8,2018,7
48.5,0.0,83.3,9.0,1023.0,50.0,4.0,1,1.0,1,15,2,2019,3
42.1,0.0,74.8,10.0,985.0,97.0,0.0,1,6.0,1,19,11,2018,2
52.4,2.7,74.8,13.0,1004.0,100.0,6.0,1,1.0,2,31,1,2019,6
44.9,1.8,79.1,9.0,1022.0,100.0,1.0,1,1.0,1,12,11,2018,22
35.5,15.0,82.9,26.0,1018.0,47.0,2.0,3,1.0,2,1,6,2019,10
42.1,40.3,84.2,11.0,1001.0,71.0,10.0,1,1.0,4,1,2,2019,19
35.1,19.1,93.5,12.0,1031.0,54.0,3.0,3,1.0,2,11,2,2019,12
35.2,134.1,81.1,15.0,1015.0,82.0,2.0,3,3.0,4,14,6,2019,10
43.3,72.5,85.2,25.0,1024.0,69.0,4.0,3,1.0,4,27,9,2018,17
43.9,0.0,84.7,19.0,1015.0,63.0,4.0,2,1.0,1,13,10,2018,7
41.8,0.0,77.3,12.0,1011.0,82.0,4.0,1,5.0,1,17,11,2018,6
43.4,9.7,80.1,19.0,1014.0,93.0,2.0,1,6.0,3,13,7,2019,2
39.6,30.5,79.0,24.0,1014.0,69.0,1.0,3,3.0,4,26,8,2019,17
36.3,92.6,86.3,20.0,1018.0,77.0,7.0,3,1.0,4,9,9,2019,16
35.0,50.1,81.5,17.0,1022.0,67.0,5.0,3,1.0,4,15,6,2019,19
44.0,12.8,87.0,17.0,1015.0,93.0,1.0,3,1.0,4,6,9,2018,7
38.0,7.9,78.6,12.0,1007.0,87.0,7.0,1,1.0,2,17,4,2019,20
39.6,36.5,88.3,17.0,1019.0,72.0,0.0,3,1.0,3,30,8,2018,10
37.8,0.9,64.0,12.0,1011.0,93.0,2.0,1,6.0,1,6,6,2019,23
40.4,9.9,88.3,25.0,1013.0,61.0,1.0,1,1.0,2,21,8,2018,20
51.8,1.1,79.3,5.0,1023.0,100.0,3.0,1,1.0,2,8,2,2019,5
46.2,6.0,87.9,18.0,1004.0,88.0,7.0,1,1.0,3,11,10,2018,3
46.0,5.2,81.6,7.0,1010.0,75.0,4.0,1,1.0,3,28,10,2018,0
41.8,0.0,81.1,20.0,1019.0,60.0,2.0,1,1.0,1,24,9,2018,20
48.1,90.3,65.4,11.0,1016.0,82.0,2.0,3,4.0,5,21,5,2019,7
47.1,187.1,63.2,16.0,1018.0,93.0,2.0,3,4.0,5,3,6,2019,8
49.3,12.4,72.8,13.0,1002.0,100.0,2.0,1,5.0,3,19,11,2018,21
37.1,36.1,89.6,20.0,1021.0,82.0,2.0,3,5.0,3,20,9,2018,14
45.6,16.1,80.3,16.0,1018.0,100.0,1.0,3,4.0,3,28,8,2019,7
42.1,2.2,87.9,13.0,1019.0,100.0,8.0,1,4.0,1,10,2,2019,3
45.5,0.0,85.6,12.0,1010.0,82.0,1.0,1,3.0,1,7,11,2018,6
41.9,0.0,86.8,9.0,1016.0,100.0,1.0,1,1.0,1,18,2,2019,4
40.1,4.2,84.1,15.0,1017.0,93.0,2.0,3,1.0,2,13,8,2018,7
42.3,19.4,89.1,30.0,1016.0,58.0,2.0,3,1.0,3,5,8,2018,11
37.2,8.5,94.7,12.0,1029.0,100.0,1.0,1,4.0,2,1,3,2019,23
45.5,99.2,75.5,12.0,1007.0,87.0,5.0,3,4.0,5,21,11,2018,9
40.9,0.0,87.0,16.0,1021.0,100.0,2.0,1,6.0,1,20,9,2018,2
40.8,46.0,82.2,32.0,1016.0,48.0,3.0,3,6.0,4,22,8,2019,15
44.7,15.3,83.1,16.0,1018.0,100.0,2.0,1,6.0,2,18,8,2019,23
42.9,24.5,81.8,22.0,1018.0,82.0,4.0,3,6.0,3,2,6,2019,18
35.2,5.0,86.4,18.0,1017.0,88.0,3.0,3,6.0,1,20,7,2019,8
46.2,97.5,77.6,8.0,1014.0,81.0,4.0,3,2.0,5,3,4,2019,8
41.8,13.7,76.8,21.0,1020.0,68.0,3.0,3,1.0,2,28,9,2018,13
46.2,27.9,67.1,14.0,1002.0,82.0,3.0,3,4.0,3,20,11,2018,16
39.9,0.0,84.6,17.0,1017.0,100.0,1.0,1,4.0,1,22,7,2019,23
44.4,0.0,85.8,14.0,1016.0,93.0,0.0,1,4.0,1,28,7,2018,3
36.8,0.9,66.4,10.0,1001.0,71.0,4.0,1,3.0,1,23,4,2019,21
37.1,32.7,90.1,20.0,1016.0,82.0,3.0,3,1.0,3,17,9,2018,15
43.0,0.0,71.6,16.0,1014.0,88.0,3.0,1,6.0,1,26,6,2019,3
41.4,0.0,89.5,9.0,1030.0,76.0,4.0,3,1.0,1,23,2,2019,8
41.4,0.0,89.0,8.0,1028.0,58.0,5.0,1,1.0,1,25,2,2019,6
34.2,32.1,87.8,18.0,1013.0,93.0,2.0,3,5.0,3,4,9,2018,10
40.4,12.5,94.4,16.0,1019.0,88.0,3.0,1,1.0,2,11,8,2018,23
41.8,22.3,84.4,15.0,1017.0,93.0,2.0,3,6.0,3,19,8,2019,8
44.1,96.2,73.1,17.0,1017.0,68.0,4.0,3,6.0,5,14,6,2019,18
37.7,2.6,78.8,18.0,1018.0,100.0,1.0,3,6.0,1,2,6,2019,8
40.4,41.2,79.1,26.0,1019.0,57.0,8.0,3,6.0,3,4,9,2019,11
43.4,28.5,82.8,22.0,1015.0,73.0,0.0,3,6.0,3,25,8,2019,12
46.4,0.0,86.6,4.0,1012.0,86.0,1.0,1,1.0,1,29,10,2018,6
45.3,2.2,83.6,20.0,1020.0,60.0,2.0,1,6.0,1,14,9,2019,6
39.4,40.4,84.3,21.0,1021.0,73.0,2.0,3,6.0,3,26,9,2019,14
43.0,0.0,71.6,14.0,1015.0,100.0,1.0,3,5.0,1,22,6,2019,7
43.1,1.3,83.4,9.0,1011.0,93.0,1.0,1,5.0,1,6,11,2018,1
37.1,0.0,68.1,14.0,1012.0,77.0,4.0,1,1.0,1,17,11,2018,1
43.6,13.0,87.9,17.0,1020.0,100.0,9.0,1,6.0,2,15,8,2019,2
48.7,2.2,63.6,11.0,1014.0,82.0,2.0,1,6.0,3,7,6,2019,3
39.3,0.0,84.3,3.0,1026.0,100.0,0.0,1,5.0,1,3,2,2019,1
39.9,0.8,76.7,16.0,1012.0,100.0,4.0,1,3.0,1,4,7,2019,5
36.2,4.2,62.9,12.0,1024.0,81.0,2.0,1,3.0,2,7,6,2019,23
35.1,43.5,82.9,18.0,1008.0,77.0,3.0,3,3.0,3,21,4,2019,18
35.1,37.9,94.3,20.0,1023.0,73.0,4.0,3,1.0,3,22,9,2018,14
47.9,9.5,74.4,17.0,1013.0,93.0,1.0,1,4.0,2,26,8,2019,5
41.6,0.0,84.8,13.0,1006.0,100.0,4.0,1,4.0,1,31,1,2019,0
37.1,13.8,91.7,18.0,1015.0,100.0,1.0,1,4.0,1,14,7,2019,4
37.2,1.2,66.9,12.0,1001.0,100.0,1.0,1,4.0,1,20,11,2018,4
39.6,8.7,87.8,16.0,1005.0,100.0,6.0,1,3.0,3,11,10,2018,6
45.9,3.1,70.0,11.0,1023.0,87.0,2.0,1,3.0,1,28,1,2019,20
39.4,0.0,71.1,10.0,1021.0,71.0,2.0,1,1.0,1,11,12,2018,4
43.8,5.0,66.5,10.0,1019.0,100.0,2.0,1,2.0,3,13,4,2019,3
39.3,0.8,65.7,13.0,1016.0,77.0,4.0,1,1.0,1,16,11,2018,2
44.7,0.0,76.6,9.0,1023.0,81.0,3.0,1,3.0,1,26,4,2019,5
43.6,26.1,88.4,24.0,1017.0,78.0,2.0,3,6.0,3,27,8,2019,13
36.2,12.5,85.9,18.0,1016.0,88.0,1.0,1,6.0,3,6,7,2019,21
45.6,127.8,73.0,18.0,1015.0,100.0,2.0,3,6.0,5,15,5,2019,9
38.3,0.0,84.8,11.0,1005.0,93.0,3.0,1,6.0,1,30,10,2018,23
36.7,2.5,68.5,12.0,1022.0,100.0,1.0,2,6.0,1,11,5,2019,6
47.1,3.3,75.2,17.0,1015.0,100.0,3.0,1,6.0,1,27,8,2019,4
41.7,3.1,75.0,13.0,1030.0,93.0,1.0,1,4.0,2,6,12,2018,22
37.3,47.5,81.6,15.0,1018.0,100.0,3.0,3,4.0,4,9,9,2019,9
37.2,4.5,94.4,13.0,1020.0,93.0,8.0,1,4.0,1,10,2,2019,2
40.1,5.1,95.5,10.0,1021.0,93.0,1.0,1,6.0,1,10,4,2019,23
47.4,0.0,88.4,6.0,1009.0,81.0,4.0,1,1.0,1,28,10,2018,2
42.0,0.0,73.6,10.0,1019.0,93.0,2.0,1,2.0,1,13,4,2019,5
32.8,10.4,89.4,9.0,1026.0,100.0,1.0,1,3.0,2,6,2,2019,20
42.8,21.1,100.1,22.0,1017.0,88.0,3.0,3,3.0,3,23,7,2019,19
39.4,1.2,78.3,18.0,1014.0,100.0,1.0,1,6.0,1,17,7,2019,2
42.5,9.3,77.3,19.0,1019.0,93.0,1.0,3,6.0,2,31,8,2019,12
44.2,0.7,76.7,14.0,1021.0,100.0,1.0,1,4.0,1,25,9,2019,2
40.0,52.2,87.9,17.0,1016.0,93.0,3.0,3,4.0,4,17,9,2018,17
47.9,0.0,71.9,5.0,1023.0,93.0,0.0,1,4.0,1,22,1,2019,6
39.8,3.7,83.1,18.0,1013.0,100.0,3.0,1,4.0,1,25,7,2019,4
48.5,2.2,83.8,11.0,1024.0,93.0,3.0,1,4.0,3,3,3,2019,3
40.2,3.4,78.8,7.0,1028.0,93.0,0.0,1,1.0,1,5,2,2019,22
45.6,3.6,86.2,13.0,1025.0,52.0,4.0,1,1.0,1,24,10,2018,5
42.1,95.0,77.6,29.0,1017.0,83.0,2.0,3,6.0,4,23,8,2019,16
42.7,10.2,63.6,15.0,1011.0,100.0,2.0,1,6.0,2,23,6,2019,5
34.1,19.7,83.3,16.0,1018.0,77.0,2.0,3,6.0,3,2,4,2019,12
37.6,5.1,77.6,22.0,1021.0,64.0,2.0,3,1.0,2,28,4,2019,13
46.8,77.7,81.1,15.0,1021.0,100.0,1.0,3,1.0,5,28,9,2018,7
42.8,27.6,78.0,22.0,1023.0,43.0,4.0,3,1.0,3,24,10,2018,16
41.6,0.0,76.1,14.0,1019.0,82.0,2.0,1,6.0,1,6,5,2019,1
33.5,3.3,71.3,13.0,1031.0,87.0,1.0,1,4.0,1,7,12,2018,0
32.3,10.7,78.6,17.0,1014.0,100.0,2.0,1,3.0,2,14,4,2019,19
40.3,0.0,67.3,18.0,1014.0,68.0,2.0,1,1.0,1,14,5,2019,2
46.1,0.0,88.9,14.0,1017.0,100.0,1.0,3,1.0,1,29,9,2018,7
39.1,3.3,69.3,12.0,1014.0,100.0,9.0,1,1.0,2,1,5,2019,2
42.3,2.1,85.1,17.0,1016.0,88.0,3.0,1,1.0,1,15,8,2018,0
33.8,44.6,91.9,14.0,1022.0,71.0,6.0,3,4.0,3,28,11,2018,12
46.7,61.8,77.8,13.0,1020.0,87.0,5.0,1,5.0,5,28,11,2018,19
32.4,11.1,89.0,14.0,1002.0,93.0,5.0,3,1.0,2,31,1,2019,13
44.3,0.0,84.5,5.0,1028.0,100.0,1.0,1,1.0,1,11,2,2019,1
34.5,26.2,86.8,12.0,1004.0,87.0,5.0,3,5.0,3,31,10,2018,13
34.9,10.9,73.2,17.0,1020.0,82.0,4.0,1,5.0,2,25,5,2019,23
40.4,28.2,87.4,19.0,1020.0,83.0,1.0,3,5.0,3,24,8,2018,11
37.9,3.7,67.0,12.0,1030.0,93.0,0.0,1,4.0,2,6,12,2018,5
34.6,86.5,97.6,15.0,1021.0,82.0,9.0,3,4.0,3,3,3,2019,16
47.0,79.1,62.9,15.0,1015.0,100.0,2.0,3,4.0,5,19,6,2019,7
43.4,1.3,76.4,15.0,1018.0,100.0,1.0,1,6.0,1,19,9,2019,2
33.6,25.1,76.8,18.0,1022.0,72.0,1.0,3,3.0,3,15,6,2019,11
43.1,4.2,62.4,15.0,1018.0,100.0,3.0,3,4.0,2,21,6,2019,6
34.8,15.3,72.3,18.0,1021.0,63.0,6.0,3,6.0,2,10,6,2019,12
48.2,92.4,78.8,3.0,1030.0,93.0,1.0,3,1.0,5,11,2,2019,9
42.5,5.8,82.2,5.0,1029.0,66.0,4.0,1,1.0,3,12,2,2019,7
41.1,0.0,89.6,5.0,1030.0,81.0,2.0,1,1.0,1,12,2,2019,5
38.1,34.9,85.6,26.0,1023.0,42.0,4.0,3,6.0,3,13,9,2019,10
41.2,29.9,76.2,18.0,1019.0,93.0,0.0,3,6.0,4,4,9,2019,8
34.4,61.4,68.6,18.0,1014.0,68.0,4.0,3,6.0,4,4,6,2019,15
35.9,15.3,85.4,20.0,1013.0,52.0,4.0,3,3.0,3,22,6,2019,19
44.5,0.8,68.4,10.0,1010.0,87.0,6.0,1,3.0,1,22,11,2018,4
42.3,2.4,89.7,13.0,1019.0,100.0,7.0,1,3.0,1,10,2,2019,6
39.0,6.9,71.3,14.0,1015.0,62.0,7.0,1,3.0,2,26,11,2018,4
44.5,10.4,81.3,13.0,1010.0,93.0,9.0,1,5.0,2,15,10,2018,2
41.2,1.7,71.6,6.0,1020.0,100.0,0.0,1,5.0,1,17,1,2019,4
31.7,67.5,82.2,11.0,1018.0,93.0,3.0,3,5.0,4,16,1,2019,15
41.9,0.0,87.0,15.0,1017.0,100.0,0.0,1,5.0,1,14,9,2018,3
49.5,107.1,76.6,5.0,1031.0,100.0,1.0,3,5.0,5,28,2,2019,8
41.9,77.0,87.0,21.0,1018.0,73.0,7.0,3,4.0,5,12,10,2018,17
43.3,7.6,77.1,22.0,1024.0,83.0,2.0,1,1.0,1,26,9,2018,22
36.2,2.2,61.2,15.0,1021.0,63.0,2.0,1,1.0,1,12,5,2019,2
46.1,65.2,85.7,25.0,1020.0,27.0,2.0,2,1.0,5,3,10,2018,18
42.0,4.6,83.1,16.0,1018.0,100.0,1.0,1,4.0,2,28,8,2019,5
45.1,2.3,88.3,14.0,1020.0,100.0,1.0,1,5.0,2,19,9,2018,6
40.8,67.4,83.4,23.0,1016.0,83.0,4.0,3,6.0,4,15,7,2019,17
37.1,19.8,94.6,11.0,1026.0,66.0,3.0,1,1.0,2,26,2,2019,2
41.8,11.5,87.1,12.0,1029.0,100.0,1.0,1,4.0,2,1,3,2019,22
47.1,92.6,63.0,11.0,1012.0,82.0,5.0,3,3.0,5,6,6,2019,7
34.7,70.3,85.5,22.0,1010.0,49.0,7.0,3,6.0,4,21,4,2019,15
37.4,39.8,89.3,27.0,1020.0,48.0,3.0,3,1.0,3,24,9,2018,14
32.2,14.0,71.8,22.0,1014.0,56.0,3.0,3,6.0,2,4,5,2019,13
47.2,17.0,86.1,20.0,1022.0,77.0,3.0,3,6.0,3,11,8,2019,13
45.2,106.7,72.8,14.0,1016.0,100.0,1.0,3,1.0,5,18,9,2019,7
39.5,12.0,71.9,23.0,1018.0,53.0,5.0,3,1.0,3,28,5,2019,13
42.1,26.2,87.0,25.0,1014.0,45.0,6.0,3,1.0,3,1,8,2018,18
42.0,0.0,75.1,13.0,1018.0,100.0,1.0,1,1.0,1,29,4,2019,3
40.0,2.1,80.2,10.0,1026.0,71.0,4.0,1,1.0,1,22,2,2019,5
40.4,32.4,87.4,20.0,1017.0,60.0,2.0,3,1.0,3,25,10,2018,15
37.8,2.1,83.6,11.0,1030.0,81.0,2.0,1,1.0,1,26,4,2019,22
46.4,0.0,82.2,18.0,1018.0,60.0,3.0,1,1.0,1,26,9,2018,0
40.1,0.0,99.1,2.0,1027.0,93.0,0.0,1,5.0,1,3,2,2019,2
34.0,161.9,97.1,21.0,1028.0,43.0,1.0,3,1.0,4,23,2,2019,16
40.8,70.1,82.2,24.0,1021.0,57.0,5.0,3,5.0,4,10,9,2018,17
44.1,3.3,78.9,13.0,1007.0,71.0,1.0,1,1.0,1,9,10,2018,22
42.8,9.2,80.4,16.0,1016.0,63.0,3.0,3,5.0,2,7,11,2018,14
35.9,20.9,80.1,19.0,1022.0,68.0,3.0,3,6.0,3,15,6,2019,13
39.9,25.2,80.4,20.0,1020.0,100.0,2.0,3,4.0,3,24,9,2019,12
45.1,16.5,71.5,14.0,1015.0,87.0,5.0,1,3.0,3,15,5,2019,23
44.3,51.9,72.3,16.0,1015.0,100.0,7.0,3,2.0,5,19,7,2019,7
41.5,0.0,76.3,12.0,1006.0,93.0,1.0,1,2.0,1,22,4,2019,3
39.0,0.0,69.9,8.0,1019.0,87.0,1.0,1,2.0,1,30,3,2019,3
42.9,27.1,81.8,20.0,1017.0,64.0,4.0,3,6.0,3,22,9,2019,14
32.8,92.4,91.6,20.0,1017.0,77.0,4.0,3,6.0,4,22,9,2019,16
39.2,0.0,71.4,11.0,1005.0,93.0,2.0,1,4.0,1,21,11,2018,4
37.2,2.6,94.4,12.0,1028.0,100.0,1.0,1,4.0,1,2,3,2019,3
33.3,30.6,95.1,16.0,1022.0,59.0,3.0,3,1.0,3,16,2,2019,13
36.2,24.2,92.4,12.0,1020.0,62.0,3.0,3,5.0,3,19,2,2019,14
35.8,55.1,88.7,24.0,1016.0,69.0,4.0,3,3.0,4,17,7,2019,14
44.0,36.3,83.6,19.0,1013.0,88.0,2.0,3,3.0,4,23,6,2019,18
42.7,18.3,80.8,23.0,1018.0,83.0,4.0,3,3.0,3,31,8,2019,14
45.0,30.0,89.6,14.0,1008.0,82.0,9.0,3,4.0,4,24,11,2018,15
33.1,56.2,90.5,23.0,1020.0,68.0,2.0,3,4.0,4,29,9,2019,16
37.3,13.2,89.7,15.0,1012.0,100.0,11.0,1,3.0,2,9,11,2018,23
42.2,9.6,74.9,18.0,1018.0,100.0,7.0,3,3.0,3,24,8,2019,9
41.9,0.0,86.4,14.0,1015.0,93.0,0.0,3,3.0,1,8,8,2018,6
39.3,119.9,77.6,23.0,1020.0,60.0,4.0,3,3.0,4,28,4,2019,16
40.4,50.2,78.0,18.0,1020.0,67.0,4.0,3,3.0,4,6,5,2019,16
45.6,0.0,81.7,11.0,1019.0,100.0,3.0,1,3.0,1,29,9,2019,6
42.4,0.0,86.6,17.0,1013.0,93.0,1.0,1,5.0,1,27,8,2018,23
43.5,1.3,76.3,15.0,1018.0,100.0,3.0,1,5.0,1,18,9,2019,23
31.8,28.3,85.6,11.0,1026.0,93.0,1.0,3,5.0,3,6,2,2019,12
45.2,1.4,64.5,14.0,1020.0,82.0,1.0,1,3.0,1,26,5,2019,5
36.1,41.3,74.9,16.0,1015.0,67.0,6.0,3,3.0,3,19,5,2019,17
39.9,8.3,73.7,14.0,1021.0,71.0,4.0,3,3.0,2,26,11,2018,13
51.1,1.6,78.7,7.0,1025.0,100.0,3.0,1,4.0,2,7,2,2019,6
47.0,18.1,86.9,20.0,1015.0,64.0,3.0,1,1.0,3,17,8,2018,21
45.9,6.3,83.6,14.0,1017.0,100.0,1.0,1,1.0,1,14,9,2018,1
42.3,59.5,84.3,15.0,1025.0,100.0,3.0,3,1.0,4,2,11,2018,11
33.1,67.2,76.4,19.0,1020.0,63.0,6.0,3,1.0,4,24,5,2019,11
42.4,3.1,86.6,18.0,1013.0,88.0,1.0,1,1.0,1,7,9,2018,2
41.4,62.2,74.2,6.0,1020.0,100.0,2.0,3,1.0,4,25,1,2019,9
38.6,19.8,88.1,26.0,1014.0,73.0,3.0,3,6.0,3,26,8,2019,13
44.9,4.8,84.6,10.0,1004.0,71.0,2.0,1,1.0,2,10,10,2018,6
34.9,67.4,91.7,22.0,1022.0,64.0,6.0,3,1.0,4,23,9,2018,17
32.9,22.0,81.8,12.0,1027.0,87.0,2.0,3,4.0,3,5,12,2018,10
40.2,0.0,67.6,16.0,1014.0,72.0,3.0,1,3.0,1,14,5,2019,3
37.9,4.5,89.3,19.0,1022.0,93.0,3.0,1,3.0,1,21,9,2018,21
35.3,27.0,85.1,9.0,1001.0,81.0,4.0,3,1.0,3,30,10,2018,13
40.8,15.0,82.4,24.0,1015.0,51.0,3.0,2,1.0,3,31,8,2018,19
43.3,82.3,87.4,26.0,1022.0,61.0,3.0,3,1.0,5,26,9,2018,17
34.1,31.6,92.7,24.0,1020.0,20.0,8.0,3,1.0,3,25,9,2018,10
44.2,2.9,65.6,16.0,1017.0,87.0,5.0,1,1.0,2,21,5,2019,21
39.2,0.0,91.0,9.0,1026.0,66.0,5.0,1,1.0,1,14,2,2019,1
35.6,6.3,82.2,17.0,1016.0,55.0,4.0,3,1.0,2,5,5,2019,9
41.4,0.0,85.0,8.0,1021.0,93.0,1.0,1,1.0,1,19,2,2019,0
37.2,19.7,86.2,22.0,1016.0,93.0,3.0,3,6.0,3,14,7,2019,18
32.9,39.8,76.9,18.0,1017.0,63.0,7.0,2,3.0,3,24,5,2019,20
34.1,17.5,81.5,13.0,1011.0,71.0,6.0,3,3.0,2,25,4,2019,12
44.5,72.1,85.0,17.0,1025.0,93.0,0.0,3,1.0,5,27,9,2018,7
43.7,18.3,79.3,13.0,1016.0,100.0,1.0,3,3.0,3,29,11,2018,14
48.5,69.2,75.3,9.0,1022.0,100.0,3.0,3,3.0,5,30,11,2018,8
42.3,2.0,82.3,15.0,1019.0,100.0,2.0,1,1.0,1,24,8,2018,5
41.0,37.3,78.5,13.0,1017.0,93.0,7.0,3,1.0,4,23,1,2019,17
52.0,0.0,70.3,13.0,1019.0,93.0,6.0,1,1.0,1,24,1,2019,2
44.0,2.6,87.4,15.0,1013.0,77.0,5.0,1,1.0,2,19,10,2018,6
43.6,0.0,82.2,12.0,1021.0,58.0,2.0,3,1.0,1,7,10,2018,9
39.0,6.4,71.3,13.0,1015.0,100.0,1.0,3,3.0,2,22,6,2019,6
37.7,11.7,65.8,14.0,1017.0,67.0,3.0,3,3.0,2,18,5,2019,12
43.3,1.1,85.7,5.0,1013.0,93.0,1.0,1,1.0,2,29,10,2018,4
39.7,33.2,93.2,26.0,1014.0,61.0,4.0,3,6.0,3,1,9,2019,17
44.0,0.0,81.4,15.0,1020.0,100.0,0.0,1,6.0,1,16,9,2018,2
38.3,20.2,78.4,21.0,1019.0,77.0,3.0,3,6.0,3,21,6,2019,13
44.8,6.2,72.9,13.0,1022.0,100.0,7.0,1,1.0,1,12,8,2019,4
41.3,0.0,81.9,28.0,1014.0,37.0,4.0,3,1.0,1,1,9,2018,9
40.3,79.5,76.4,21.0,1026.0,49.0,6.0,3,3.0,4,12,9,2019,9
45.5,116.0,61.9,15.0,1020.0,82.0,0.0,3,3.0,5,23,5,2019,8
44.3,3.7,79.9,17.0,1021.0,88.0,0.0,1,1.0,2,11,9,2018,0
36.2,3.2,92.3,18.0,1013.0,93.0,3.0,1,4.0,1,4,7,2019,0
42.9,6.0,72.0,11.0,994.0,87.0,6.0,2,2.0,3,24,4,2019,6
42.9,102.4,86.1,18.0,1017.0,93.0,2.0,3,2.0,5,14,9,2018,18
46.8,1.2,70.8,14.0,1011.0,71.0,1.0,1,2.0,2,1,4,2019,1
41.8,1.9,69.3,18.0,1017.0,93.0,2.0,1,4.0,1,1,7,2019,22
35.4,2.1,81.8,15.0,1019.0,100.0,2.0,1,4.0,1,30,9,2018,19
36.7,5.1,61.5,14.0,1021.0,82.0,3.0,1,4.0,2,12,5,2019,4
37.4,4.7,71.3,18.0,1017.0,88.0,3.0,3,4.0,2,20,6,2019,12
40.8,5.1,66.5,17.0,1016.0,77.0,5.0,2,3.0,2,21,5,2019,20
41.5,69.1,73.9,6.0,1022.0,81.0,1.0,3,3.0,5,11,12,2018,9
35.0,46.7,90.8,19.0,1018.0,88.0,2.0,3,3.0,4,14,9,2018,15
38.8,68.2,69.8,12.0,1027.0,45.0,5.0,3,1.0,5,10,12,2018,11
